GEO_ID,NAME,S2401_C01_001E,S2401_C01_001M,S2401_C01_002E,S2401_C01_002M,PERC_Management,S2401_C01_018E,S2401_C01_018M,PERC_Service,S2401_C01_026E,S2401_C01_026M,PERC_Sales,S2401_C01_029E,S2401_C01_029M,PERC_Natural,S2401_C01_033E,S2401_C01_033M,PERC_Production
id,Geographic Area Name,Estimate!!Total!!16 years and over,Margin of Error!!Total MOE!!16 years and over,"Estimate!!Total!!16 years and over!!Management, business, science, and arts occupations","Margin of Error!!Total MOE!!16 years and over!!Management, business, science, and arts occupations","PERC_Management, business, science, and arts occupations",Estimate!!Total!!16 years and over!!Service occupations,Margin of Error!!Total MOE!!16 years and over!!Service occupations,PERC_Service occupations,Estimate!!Total!!16 years and over!!Sales and office occupations,Margin of Error!!Total MOE!!16 years and over!!Sales and office occupations,PERC_Sales,"Estimate!!Total!!16 years and over!!Natural resources, construction, and maintenance occupations","Margin of Error!!Total MOE!!16 years and over!!Natural resources, construction, and maintenance occupations",PERC_Natural,"Estimate!!Total!!16 years and over!!Production, transportation, and material moving occupations","Margin of Error!!Total MOE!!16 years and over!!Production, transportation, and material moving occupations",PERC_Production
1400000US36047029300,"Census Tract 293, Kings County, New York",1518,221,624,171,41.1067,366,146,24.1107,347,140,22.859,43,29,2.8327,138,77,9.0909
1400000US36047029400,"Census Tract 294, Kings County, New York",822,104,263,70,31.9951,260,82,31.6302,97,48,11.8005,85,49,10.3406,117,47,14.2336
1400000US36047029500,"Census Tract 295, Kings County, New York",2447,303,1212,264,49.53,502,136,20.5149,460,122,18.7985,35,39,1.4303,238,130,9.7262
1400000US36047029600,"Census Tract 296, Kings County, New York",2540,302,921,225,36.2598,556,197,21.8898,597,259,23.5039,257,163,10.1181,209,160,8.2283
1400000US36047029700,"Census Tract 297, Kings County, New York",2309,332,1180,230,51.1044,354,125,15.3313,501,183,21.6977,54,41,2.3387,220,87,9.5279
1400000US36047029800,"Census Tract 298, Kings County, New York",1833,261,590,202,32.1877,543,153,29.6236,396,122,21.6039,135,84,7.365,169,104,9.2199
1400000US36047029900,"Census Tract 299, Kings County, New York",1122,171,297,103,26.4706,394,118,35.1159,260,99,23.1729,68,48,6.0606,103,47,9.18
1400000US36047030000,"Census Tract 300, Kings County, New York",1871,264,659,144,35.2218,436,131,23.303,357,98,19.0807,130,100,6.9482,289,104,15.4463
1400000US36047030100,"Census Tract 301, Kings County, New York",1170,220,344,120,29.4017,365,120,31.1966,215,114,18.3761,61,52,5.2137,185,99,15.812
1400000US36047030200,"Census Tract 302, Kings County, New York",2030,236,741,140,36.5025,472,134,23.2512,405,100,19.9507,116,62,5.7143,296,93,14.5813
1400000US36047030300,"Census Tract 303, Kings County, New York",1871,205,527,139,28.1668,674,162,36.0235,407,146,21.7531,107,69,5.7189,156,98,8.3378
1400000US36047030400,"Census Tract 304, Kings County, New York",1648,234,492,114,29.8544,325,120,19.7209,366,125,22.2087,225,95,13.6529,240,89,14.5631
1400000US36047030500,"Census Tract 305, Kings County, New York",4134,401,2555,353,61.8045,625,182,15.1185,776,207,18.7712,14,22,0.3387,164,115,3.9671
1400000US36047030600,"Census Tract 306, Kings County, New York",778,110,226,72,29.0488,208,52,26.7352,221,65,28.4062,53,34,6.8123,70,36,8.9974
1400000US36047030700,"Census Tract 307, Kings County, New York",2068,397,486,222,23.501,652,290,31.528,554,203,26.7892,58,56,2.8046,318,177,15.3772
1400000US36047030800,"Census Tract 308, Kings County, New York",800,142,242,84,30.25,136,64,17,195,60,24.375,95,50,11.875,132,77,16.5
1400000US36047030900,"Census Tract 309, Kings County, New York",1028,165,246,75,23.93,297,87,28.8911,301,92,29.2802,62,46,6.0311,122,61,11.8677
1400000US36047031100,"Census Tract 311, Kings County, New York",1513,257,606,140,40.0529,476,148,31.4607,333,123,22.0093,76,63,5.0231,22,36,1.4541
1400000US36047031300,"Census Tract 313, Kings County, New York",2512,379,1014,302,40.3662,558,187,22.2134,523,201,20.8201,180,125,7.1656,237,150,9.4347
1400000US36047031400,"Census Tract 314, Kings County, New York",2208,326,993,222,44.9728,381,147,17.2554,470,154,21.2862,157,96,7.1105,207,90,9.375
1400000US36047031500,"Census Tract 315, Kings County, New York",2986,369,1829,302,61.2525,576,196,19.29,262,104,8.7743,115,80,3.8513,204,118,6.8319
1400000US36047031701,"Census Tract 317.01, Kings County, New York",2066,256,1010,168,48.8867,388,131,18.7803,405,159,19.6031,32,46,1.5489,231,102,11.181
1400000US36047031702,"Census Tract 317.02, Kings County, New York",2096,250,1146,198,54.6756,399,106,19.0363,379,118,18.0821,87,67,4.1508,85,62,4.0553
1400000US36047031900,"Census Tract 319, Kings County, New York",1423,266,640,211,44.9754,277,154,19.4659,367,140,25.7906,25,40,1.7569,114,77,8.0112
1400000US36047032100,"Census Tract 321, Kings County, New York",3050,482,1306,291,42.8197,763,259,25.0164,562,195,18.4262,130,144,4.2623,289,162,9.4754
1400000US36047032300,"Census Tract 323, Kings County, New York",1955,231,932,199,47.6726,473,180,24.1944,264,103,13.5038,129,64,6.5985,157,79,8.0307
1400000US36047032500,"Census Tract 325, Kings County, New York",3887,404,1355,273,34.8598,1165,272,29.9717,642,204,16.5166,113,91,2.9071,612,205,15.7448
1400000US36047032600,"Census Tract 326, Kings County, New York",2235,533,305,185,13.6465,874,277,39.1051,521,232,23.311,249,224,11.1409,286,138,12.7964
1400000US36047032700,"Census Tract 327, Kings County, New York",1441,262,714,219,49.5489,348,154,24.1499,315,116,21.8598,23,33,1.5961,41,48,2.8452
1400000US36047032800,"Census Tract 328, Kings County, New York",1064,138,320,87,30.0752,288,92,27.0677,190,72,17.8571,49,42,4.6053,217,73,20.3947
1400000US36047032900,"Census Tract 329, Kings County, New York",2726,426,1393,397,51.1005,496,231,18.1952,426,223,15.6273,153,124,5.6126,258,153,9.4644
1400000US36047033000,"Census Tract 330, Kings County, New York",1502,282,428,157,28.4953,434,135,28.8948,397,129,26.4314,68,57,4.5273,175,99,11.6511
1400000US36047033100,"Census Tract 331, Kings County, New York",1913,279,898,190,46.942,378,133,19.7595,481,158,25.1438,41,65,2.1432,115,86,6.0115
1400000US36047033300,"Census Tract 333, Kings County, New York",1620,209,678,167,41.8519,413,170,25.4938,372,131,22.963,36,43,2.2222,121,66,7.4691
1400000US36047033500,"Census Tract 335, Kings County, New York",965,147,437,82,45.285,168,63,17.4093,269,79,27.8756,11,13,1.1399,80,42,8.2902
1400000US36047033600,"Census Tract 336, Kings County, New York",2328,304,1018,194,43.7285,516,136,22.1649,477,137,20.4897,163,93,7.0017,154,89,6.6151
1400000US36047033700,"Census Tract 337, Kings County, New York",1955,262,699,209,35.7545,515,208,26.3427,474,139,24.2455,187,102,9.5652,80,67,4.0921
1400000US36047033900,"Census Tract 339, Kings County, New York",2100,281,848,180,40.381,509,161,24.2381,473,151,22.5238,155,90,7.381,115,67,5.4762
1400000US36047034000,"Census Tract 340, Kings County, New York",415,95,35,20,8.4337,145,55,34.9398,112,37,26.988,26,27,6.2651,97,71,23.3735
1400000US36047034100,"Census Tract 341, Kings County, New York",1427,204,516,158,36.1598,308,132,21.5837,406,136,28.4513,118,81,8.2691,79,52,5.5361
1400000US36047034200,"Census Tract 342, Kings County, New York",1339,317,178,112,13.2935,272,143,20.3137,597,179,44.5855,73,62,5.4518,219,161,16.3555
1400000US36047034300,"Census Tract 343, Kings County, New York",2016,249,542,148,26.8849,622,172,30.8532,447,178,22.1726,98,79,4.8611,307,118,15.2282
1400000US36047034500,"Census Tract 345, Kings County, New York",1448,234,517,168,35.7044,390,118,26.9337,279,108,19.268,88,59,6.0773,174,97,12.0166
1400000US36047034700,"Census Tract 347, Kings County, New York",1674,352,480,161,28.6738,597,211,35.6631,409,162,24.4325,59,56,3.5245,129,96,7.7061
1400000US36047034800,"Census Tract 348, Kings County, New York",1375,227,331,121,24.0727,332,104,24.1455,244,91,17.7455,248,128,18.0364,220,78,16
1400000US36047034900,"Census Tract 349, Kings County, New York",2794,346,644,157,23.0494,1223,228,43.7724,426,152,15.247,266,98,9.5204,235,101,8.4109
1400000US36047035000,"Census Tract 350, Kings County, New York",1378,199,507,150,36.7925,398,95,28.8824,245,102,17.7794,133,74,9.6517,95,60,6.894
1400000US36047035100,"Census Tract 351, Kings County, New York",2075,291,646,216,31.1325,685,161,33.012,566,155,27.2771,103,82,4.9639,75,58,3.6145
1400000US36047035200,"Census Tract 352, Kings County, New York",92,25,27,27,29.3478,25,18,27.1739,5,8,5.4348,16,16,17.3913,19,20,20.6522
1400000US36047035300,"Census Tract 353, Kings County, New York",2730,396,968,245,35.4579,631,197,23.1136,719,177,26.337,207,100,7.5824,205,93,7.5092
1400000US36047035400,"Census Tract 354, Kings County, New York",2578,381,1186,288,46.0047,423,203,16.4081,713,251,27.6571,127,97,4.9263,129,110,5.0039
1400000US36047035500,"Census Tract 355, Kings County, New York",2513,250,731,153,29.0887,843,206,33.5456,643,160,25.5869,139,90,5.5312,157,93,6.2475
1400000US36047035601,"Census Tract 356.01, Kings County, New York",1259,148,475,141,37.7284,344,225,27.3233,147,71,11.6759,27,24,2.1446,266,140,21.1279
1400000US36047035602,"Census Tract 356.02, Kings County, New York",2372,334,822,231,34.6543,621,195,26.1804,560,182,23.6088,131,78,5.5228,238,112,10.0337
1400000US36047035700,"Census Tract 357, Kings County, New York",1070,121,305,78,28.5047,341,83,31.8692,260,98,24.2991,39,32,3.6449,125,57,11.6822
1400000US36047035900,"Census Tract 359, Kings County, New York",1932,360,613,225,31.7288,781,210,40.4244,258,154,13.354,129,71,6.677,151,117,7.8157
1400000US36047036001,"Census Tract 360.01, Kings County, New York",1066,206,301,96,28.2364,343,124,32.1764,166,86,15.5722,120,65,11.257,136,68,12.758
1400000US36047036002,"Census Tract 360.02, Kings County, New York",1394,329,279,128,20.0143,679,316,48.7088,228,135,16.3558,0,12,0,208,144,14.9211
1400000US36047036100,"Census Tract 361, Kings County, New York",1003,192,230,84,22.9312,345,122,34.3968,177,104,17.6471,33,46,3.2901,218,138,21.7348
1400000US36047036200,"Census Tract 362, Kings County, New York",1500,255,296,108,19.7333,579,157,38.6,265,109,17.6667,136,78,9.0667,224,110,14.9333
1400000US36047036300,"Census Tract 363, Kings County, New York",1809,312,411,143,22.7197,556,178,30.7352,411,138,22.7197,188,99,10.3925,243,125,13.4328
1400000US36047036400,"Census Tract 364, Kings County, New York",1133,176,318,86,28.0671,383,107,33.8041,172,70,15.1809,105,56,9.2674,155,51,13.6805
1400000US36047036501,"Census Tract 365.01, Kings County, New York",1228,242,265,121,21.5798,489,176,39.8208,217,105,17.671,81,78,6.5961,176,102,14.3322
1400000US36047036502,"Census Tract 365.02, Kings County, New York",513,98,138,53,26.9006,172,55,33.5283,131,61,25.5361,38,31,7.4074,34,33,6.6277
1400000US36047036600,"Census Tract 366, Kings County, New York",1917,246,600,127,31.2989,473,155,24.674,242,89,12.6239,159,77,8.2942,443,132,23.109
1400000US36047036700,"Census Tract 367, Kings County, New York",733,153,187,66,25.5116,210,100,28.6494,222,82,30.2865,64,53,8.7312,50,36,6.8213
1400000US36047036900,"Census Tract 369, Kings County, New York",2417,302,619,210,25.6103,791,225,32.7265,449,165,18.5767,177,113,7.3231,381,164,15.7633
1400000US36047037000,"Census Tract 370, Kings County, New York",1921,273,848,202,44.1437,187,66,9.7345,506,127,26.3404,171,66,8.9016,209,91,10.8798
1400000US36047037100,"Census Tract 371, Kings County, New York",1987,251,650,171,32.7126,527,150,26.5224,354,118,17.8158,197,81,9.9144,259,113,13.0347
1400000US36047037300,"Census Tract 373, Kings County, New York",2200,332,914,253,41.5455,615,162,27.9545,425,137,19.3182,127,86,5.7727,119,70,5.4091
1400000US36047037401,"Census Tract 374.01, Kings County, New York",1934,247,910,222,47.0527,324,110,16.7528,419,124,21.6649,91,65,4.7053,190,70,9.8242
1400000US36047037402,"Census Tract 374.02, Kings County, New York",2445,472,652,228,26.6667,405,184,16.5644,467,169,19.1002,309,173,12.638,612,350,25.0307
1400000US36047037500,"Census Tract 375, Kings County, New York",1701,253,643,151,37.8013,485,146,28.5126,304,94,17.8718,155,81,9.1123,114,65,6.7019
1400000US36047037700,"Census Tract 377, Kings County, New York",1902,268,1010,206,53.102,222,83,11.6719,436,134,22.9232,60,65,3.1546,174,86,9.1483
1400000US36047037900,"Census Tract 379, Kings County, New York",1934,219,746,162,38.5729,716,181,37.0217,265,94,13.7022,122,69,6.3082,85,61,4.395
1400000US36047038100,"Census Tract 381, Kings County, New York",2635,275,1119,241,42.4668,690,158,26.186,531,194,20.1518,121,65,4.592,174,75,6.6034
1400000US36047038200,"Census Tract 382, Kings County, New York",2018,538,609,396,30.1784,717,237,35.5302,393,171,19.4747,51,55,2.5273,248,149,12.2894
1400000US36047038300,"Census Tract 383, Kings County, New York",2313,310,897,209,38.7808,523,179,22.6113,616,168,26.6321,56,57,2.4211,221,110,9.5547
1400000US36047038500,"Census Tract 385, Kings County, New York",1945,309,1007,226,51.7738,343,113,17.635,342,117,17.5835,101,95,5.1928,152,80,7.8149
1400000US36047038600,"Census Tract 386, Kings County, New York",1481,231,482,141,32.5456,358,121,24.1729,370,169,24.9831,178,106,12.0189,93,53,6.2795
1400000US36047038700,"Census Tract 387, Kings County, New York",1891,246,718,167,37.9693,293,98,15.4944,627,200,33.1571,82,60,4.3363,171,106,9.0428
1400000US36047038800,"Census Tract 388, Kings County, New York",1854,242,776,179,41.8554,403,139,21.7368,432,126,23.301,45,32,2.4272,198,81,10.6796
1400000US36047038900,"Census Tract 389, Kings County, New York",1795,246,715,145,39.8329,498,128,27.7437,280,106,15.5989,120,67,6.6852,182,83,10.1393
1400000US36047039000,"Census Tract 390, Kings County, New York",871,118,308,78,35.3617,107,52,12.2847,302,74,34.6728,59,38,6.7738,95,57,10.907
1400000US36047039100,"Census Tract 391, Kings County, New York",1415,250,660,167,46.6431,402,154,28.4099,201,96,14.2049,16,24,1.1307,136,107,9.6113
1400000US36047039200,"Census Tract 392, Kings County, New York",1393,254,427,126,30.6533,334,125,23.977,417,135,29.9354,120,64,8.6145,95,61,6.8198
1400000US36047039300,"Census Tract 393, Kings County, New York",2030,354,978,234,48.1773,402,150,19.803,307,112,15.1232,94,54,4.6305,249,100,12.266
1400000US36047039400,"Census Tract 394, Kings County, New York",754,156,266,69,35.2785,126,83,16.7109,242,69,32.0955,40,32,5.305,80,43,10.6101
1400000US36047039500,"Census Tract 395, Kings County, New York",1918,340,752,209,39.2075,308,134,16.0584,479,219,24.9739,213,124,11.1053,166,97,8.6548
1400000US36047039600,"Census Tract 396, Kings County, New York",772,126,307,83,39.7668,77,52,9.9741,321,111,41.5803,6,10,0.7772,61,41,7.9016
1400000US36047039700,"Census Tract 397, Kings County, New York",1609,287,586,165,36.4201,469,161,29.1485,308,97,19.1423,84,86,5.2206,162,87,10.0684
1400000US36047039800,"Census Tract 398, Kings County, New York",1171,168,425,109,36.2938,231,96,19.7267,279,74,23.8258,96,52,8.1981,140,75,11.9556
1400000US36047039900,"Census Tract 399, Kings County, New York",1785,321,631,143,35.3501,316,119,17.7031,544,202,30.4762,139,91,7.7871,155,106,8.6835
1400000US36047040000,"Census Tract 400, Kings County, New York",1585,219,393,136,24.795,380,146,23.9748,559,138,35.2681,77,54,4.858,176,82,11.1041
1400000US36047040100,"Census Tract 401, Kings County, New York",1598,260,593,201,37.1089,506,158,31.6646,321,133,20.0876,108,76,6.7584,70,57,4.3805
1400000US36047040200,"Census Tract 402, Kings County, New York",1258,185,364,101,28.9348,311,90,24.7218,311,84,24.7218,75,47,5.9618,197,77,15.6598
1400000US36047040300,"Census Tract 403, Kings County, New York",1717,308,516,168,30.0524,454,159,26.4415,474,150,27.6063,147,87,8.5614,126,79,7.3384
1400000US36047040400,"Census Tract 404, Kings County, New York",1153,125,436,86,37.8144,295,88,25.5854,210,69,18.2134,71,34,6.1578,141,52,12.229
1400000US36047040500,"Census Tract 405, Kings County, New York",917,243,309,119,33.6968,247,105,26.9357,197,86,21.4831,42,66,4.5802,122,97,13.3043
1400000US36047040600,"Census Tract 406, Kings County, New York",1767,199,550,135,31.1262,472,122,26.7119,346,99,19.5812,219,129,12.3939,180,91,10.1868
1400000US36047040700,"Census Tract 407, Kings County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36047040800,"Census Tract 408, Kings County, New York",1657,295,554,157,33.4339,486,214,29.3301,268,94,16.1738,85,74,5.1298,264,109,15.9324
1400000US36047040900,"Census Tract 409, Kings County, New York",1906,251,556,134,29.171,499,197,26.1805,456,147,23.9244,173,104,9.0766,222,96,11.6474
1400000US36047041000,"Census Tract 410, Kings County, New York",690,116,199,67,28.8406,156,69,22.6087,167,63,24.2029,50,33,7.2464,118,64,17.1014
1400000US36047041100,"Census Tract 411, Kings County, New York",1431,353,340,123,23.7596,411,171,28.7212,303,154,21.174,198,129,13.8365,179,88,12.5087
1400000US36047041200,"Census Tract 412, Kings County, New York",1687,309,765,168,45.3468,219,94,12.9816,430,154,25.489,151,135,8.9508,122,66,7.2318
1400000US36047041300,"Census Tract 413, Kings County, New York",1793,295,534,184,29.7825,321,112,17.903,717,175,39.9888,124,77,6.9158,97,74,5.4099
1400000US36047041401,"Census Tract 414.01, Kings County, New York",592,128,258,87,43.5811,167,115,28.2095,103,53,17.3986,0,12,0,64,41,10.8108
1400000US36047041402,"Census Tract 414.02, Kings County, New York",750,141,263,75,35.0667,184,96,24.5333,140,63,18.6667,48,33,6.4,115,65,15.3333
1400000US36047041500,"Census Tract 415, Kings County, New York",2053,369,541,163,26.3517,612,178,29.81,457,154,22.2601,225,126,10.9596,218,79,10.6186
1400000US36047041600,"Census Tract 416, Kings County, New York",796,119,291,96,36.5578,117,71,14.6985,256,68,32.1608,43,26,5.402,89,47,11.1809
1400000US36047041700,"Census Tract 417, Kings County, New York",1350,235,320,143,23.7037,493,141,36.5185,335,112,24.8148,52,51,3.8519,150,83,11.1111
1400000US36047041800,"Census Tract 418, Kings County, New York",673,116,301,84,44.7251,81,42,12.0357,154,77,22.8826,21,16,3.1204,116,80,17.2363
1400000US36047041900,"Census Tract 419, Kings County, New York",1665,260,432,135,25.9459,671,160,40.3003,373,139,22.4024,47,40,2.8228,142,82,8.5285
1400000US36047042000,"Census Tract 420, Kings County, New York",555,94,321,82,57.8378,41,26,7.3874,162,53,29.1892,5,7,0.9009,26,23,4.6847
1400000US36047042100,"Census Tract 421, Kings County, New York",2169,401,614,192,28.308,681,175,31.397,284,136,13.0936,265,176,12.2176,325,152,14.9839
1400000US36047042200,"Census Tract 422, Kings County, New York",1565,347,336,115,21.4696,331,153,21.1502,514,131,32.8435,164,109,10.4792,220,116,14.0575
1400000US36047042300,"Census Tract 423, Kings County, New York",2350,293,741,192,31.5319,600,150,25.5319,447,160,19.0213,350,142,14.8936,212,94,9.0213
1400000US36047042400,"Census Tract 424, Kings County, New York",1840,256,518,137,28.1522,416,152,22.6087,310,125,16.8478,406,140,22.0652,190,88,10.3261
1400000US36047042500,"Census Tract 425, Kings County, New York",1969,254,926,174,47.0289,588,173,29.8629,358,123,18.1818,28,32,1.422,69,62,3.5043
1400000US36047042600,"Census Tract 426, Kings County, New York",2012,266,693,174,34.4433,480,138,23.8569,457,129,22.7137,194,81,9.6421,188,90,9.3439
1400000US36047042700,"Census Tract 427, Kings County, New York",2809,334,1262,210,44.927,561,145,19.9715,415,137,14.7739,327,133,11.6412,244,138,8.6864
1400000US36047042800,"Census Tract 428, Kings County, New York",1699,235,731,188,43.0253,271,91,15.9506,350,97,20.6004,83,56,4.8852,264,91,15.5386
1400000US36047042900,"Census Tract 429, Kings County, New York",2901,328,942,229,32.4716,715,170,24.6467,472,133,16.2703,303,138,10.4447,469,176,16.1668
1400000US36047043000,"Census Tract 430, Kings County, New York",1489,258,360,124,24.1773,443,147,29.7515,214,79,14.3721,233,157,15.6481,239,114,16.051
1400000US36047043100,"Census Tract 431, Kings County, New York",2722,336,1084,208,39.8237,676,188,24.8347,387,117,14.2175,274,132,10.0661,301,137,11.058
1400000US36047043200,"Census Tract 432, Kings County, New York",2016,249,565,135,28.0258,501,146,24.8512,509,139,25.248,128,71,6.3492,313,93,15.5258
1400000US36047043300,"Census Tract 433, Kings County, New York",1690,258,330,99,19.5266,510,129,30.1775,342,158,20.2367,242,157,14.3195,266,153,15.7396
1400000US36047043400,"Census Tract 434, Kings County, New York",1594,202,626,153,39.2723,383,139,24.0276,260,102,16.3112,125,56,7.8419,200,114,12.5471
1400000US36047043500,"Census Tract 435, Kings County, New York",2551,294,800,181,31.3603,521,133,20.4234,654,184,25.637,253,165,9.9177,323,133,12.6617
1400000US36047043600,"Census Tract 436, Kings County, New York",2350,347,747,181,31.7872,672,195,28.5957,390,130,16.5957,287,137,12.2128,254,122,10.8085
1400000US36047043700,"Census Tract 437, Kings County, New York",3144,458,1293,272,41.126,700,208,22.2646,628,172,19.9746,172,88,5.4707,351,82,11.1641
1400000US36047043800,"Census Tract 438, Kings County, New York",1143,117,440,85,38.4952,185,54,16.1855,346,97,30.2712,59,52,5.1619,113,45,9.8863
1400000US36047043900,"Census Tract 439, Kings County, New York",1756,278,662,193,37.6993,586,176,33.3713,246,130,14.0091,117,81,6.6629,145,102,8.2574
1400000US36047044000,"Census Tract 440, Kings County, New York",1015,146,443,110,43.6453,92,49,9.064,309,91,30.4433,120,47,11.8227,51,37,5.0246
1400000US36047044100,"Census Tract 441, Kings County, New York",2856,435,789,195,27.6261,771,166,26.9958,500,169,17.507,381,192,13.3403,415,150,14.5308
1400000US36047044200,"Census Tract 442, Kings County, New York",1053,159,574,124,54.5109,189,95,17.9487,223,67,21.1776,28,37,2.6591,39,36,3.7037
1400000US36047044300,"Census Tract 443, Kings County, New York",2762,362,983,212,35.5902,628,184,22.7371,519,168,18.7907,375,187,13.5771,257,111,9.3049
1400000US36047044400,"Census Tract 444, Kings County, New York",1230,199,427,120,34.7154,434,155,35.2846,235,101,19.1057,18,20,1.4634,116,69,9.4309
1400000US36047044500,"Census Tract 445, Kings County, New York",2528,275,913,157,36.1155,480,158,18.9873,488,112,19.3038,305,159,12.0649,342,162,13.5285
1400000US36047044600,"Census Tract 446, Kings County, New York",995,191,360,74,36.1809,160,69,16.0804,169,60,16.9849,156,99,15.6784,150,63,15.0754
1400000US36047044700,"Census Tract 447, Kings County, New York",1185,204,467,118,39.4093,340,127,28.692,188,76,15.865,133,72,11.2236,57,55,4.8101
1400000US36047044800,"Census Tract 448, Kings County, New York",833,176,387,94,46.4586,144,78,17.2869,238,68,28.5714,19,20,2.2809,45,38,5.4022
1400000US36047044900,"Census Tract 449, Kings County, New York",1342,293,418,119,31.1475,548,214,40.8346,271,105,20.1937,7,12,0.5216,98,67,7.3025
1400000US36047045000,"Census Tract 450, Kings County, New York",197,72,104,59,52.7919,31,18,15.736,46,29,23.3503,3,6,1.5228,13,21,6.599
1400000US36047045200,"Census Tract 452, Kings County, New York",1040,109,595,99,57.2115,132,62,12.6923,252,76,24.2308,29,22,2.7885,32,20,3.0769
1400000US36047045300,"Census Tract 453, Kings County, New York",1471,230,533,115,36.2339,427,143,29.0279,219,86,14.8878,54,47,3.671,238,100,16.1795
1400000US36047045400,"Census Tract 454, Kings County, New York",749,138,284,97,37.9172,88,57,11.749,276,103,36.8491,75,49,10.0134,26,22,3.4713
1400000US36047045600,"Census Tract 456, Kings County, New York",839,131,246,89,29.3206,149,60,17.7592,234,81,27.8903,34,26,4.0524,176,60,20.9774
1400000US36047045800,"Census Tract 458, Kings County, New York",542,83,240,83,44.2804,88,46,16.2362,97,46,17.8967,70,56,12.9151,47,31,8.6716
1400000US36047046000,"Census Tract 460, Kings County, New York",1312,212,444,128,33.8415,330,107,25.1524,213,84,16.2348,154,69,11.7378,171,107,13.0335
1400000US36047046201,"Census Tract 462.01, Kings County, New York",944,174,410,142,43.4322,174,81,18.4322,239,69,25.3178,34,31,3.6017,87,44,9.2161
1400000US36047046202,"Census Tract 462.02, Kings County, New York",766,133,424,98,55.3525,93,53,12.141,196,55,25.5875,23,23,3.0026,30,30,3.9164
1400000US36047046400,"Census Tract 464, Kings County, New York",872,103,414,84,47.4771,65,31,7.4541,317,72,36.3532,47,30,5.3899,29,32,3.3257
1400000US36047046800,"Census Tract 468, Kings County, New York",585,106,240,61,41.0256,81,51,13.8462,200,66,34.188,39,33,6.6667,25,19,4.2735
1400000US36047047000,"Census Tract 470, Kings County, New York",874,128,334,71,38.2151,133,52,15.2174,329,75,37.643,51,31,5.8352,27,32,3.0892
1400000US36047047200,"Census Tract 472, Kings County, New York",712,99,327,77,45.927,68,42,9.5506,241,62,33.8483,50,32,7.0225,26,30,3.6517
1400000US36047047400,"Census Tract 474, Kings County, New York",866,115,414,94,47.806,107,49,12.3557,239,70,27.5982,59,36,6.8129,47,34,5.4273
1400000US36047047600,"Census Tract 476, Kings County, New York",1172,267,440,157,37.5427,92,76,7.8498,441,137,37.628,99,152,8.4471,100,60,8.5324
1400000US36047047700,"Census Tract 477, Kings County, New York",2822,276,1918,251,67.966,271,114,9.6031,446,139,15.8044,46,39,1.63,141,79,4.9965
1400000US36047047800,"Census Tract 478, Kings County, New York",1719,294,501,161,29.1449,324,178,18.8482,465,147,27.0506,274,227,15.9395,155,117,9.0169
1400000US36047048000,"Census Tract 480, Kings County, New York",1499,287,528,160,35.2235,278,136,18.5457,277,100,18.479,192,137,12.8085,224,114,14.9433
1400000US36047048100,"Census Tract 481, Kings County, New York",2038,255,1238,234,60.7458,452,159,22.1786,249,92,12.2179,44,28,2.159,55,38,2.6987
1400000US36047048200,"Census Tract 482, Kings County, New York",2256,259,662,125,29.344,479,139,21.2323,509,172,22.5621,141,96,6.25,465,164,20.6117
1400000US36047048400,"Census Tract 484, Kings County, New York",2151,251,953,179,44.305,420,156,19.5258,485,130,22.5477,60,60,2.7894,233,95,10.8322
1400000US36047048500,"Census Tract 485, Kings County, New York",1937,211,999,154,51.5746,367,115,18.9468,351,103,18.1208,49,33,2.5297,171,77,8.8281
1400000US36047048600,"Census Tract 486, Kings County, New York",1320,164,254,78,19.2424,357,88,27.0455,329,96,24.9242,142,54,10.7576,238,67,18.0303
1400000US36047048800,"Census Tract 488, Kings County, New York",1610,228,751,194,46.646,364,184,22.6087,326,102,20.2484,52,46,3.2298,117,69,7.2671
1400000US36047048900,"Census Tract 489, Kings County, New York",983,250,194,108,19.7355,395,138,40.1831,189,96,19.2269,22,24,2.238,183,111,18.6165
1400000US36047049000,"Census Tract 490, Kings County, New York",2677,347,1339,290,50.0187,457,125,17.0713,491,186,18.3414,148,100,5.5286,242,123,9.04
1400000US36047049100,"Census Tract 491, Kings County, New York",3067,480,986,256,32.1487,777,202,25.3342,789,272,25.7255,145,107,4.7277,370,202,12.0639
1400000US36047049200,"Census Tract 492, Kings County, New York",1281,178,605,152,47.2287,285,94,22.2482,141,63,11.007,147,79,11.4754,103,77,8.0406
1400000US36047049300,"Census Tract 493, Kings County, New York",3148,468,1348,318,42.8208,451,179,14.3266,925,312,29.3837,146,149,4.6379,278,144,8.831
1400000US36047049400,"Census Tract 494, Kings County, New York",2386,213,1193,175,50,298,104,12.4895,321,98,13.4535,252,119,10.5616,322,156,13.4954
1400000US36047049500,"Census Tract 495, Kings County, New York",1828,230,1061,159,58.0416,293,111,16.0284,414,96,22.6477,9,14,0.4923,51,36,2.7899
1400000US36047049600,"Census Tract 496, Kings County, New York",2012,231,809,114,40.2087,577,170,28.6779,318,98,15.8052,103,77,5.1193,205,81,10.1889
1400000US36047049700,"Census Tract 497, Kings County, New York",2213,227,1440,218,65.07,268,91,12.1103,395,109,17.8491,43,43,1.9431,67,41,3.0276
