GEO_ID,NAME,S2401_C01_001E,S2401_C01_001M,S2401_C01_002E,S2401_C01_002M,PERC_Management,S2401_C01_018E,S2401_C01_018M,PERC_Service,S2401_C01_026E,S2401_C01_026M,PERC_Sales,S2401_C01_029E,S2401_C01_029M,PERC_Natural,S2401_C01_033E,S2401_C01_033M,PERC_Production
id,Geographic Area Name,Estimate!!Total!!16 years and over,Margin of Error!!Total MOE!!16 years and over,"Estimate!!Total!!16 years and over!!Management, business, science, and arts occupations","Margin of Error!!Total MOE!!16 years and over!!Management, business, science, and arts occupations","PERC_Management, business, science, and arts occupations",Estimate!!Total!!16 years and over!!Service occupations,Margin of Error!!Total MOE!!16 years and over!!Service occupations,PERC_Service occupations,Estimate!!Total!!16 years and over!!Sales and office occupations,Margin of Error!!Total MOE!!16 years and over!!Sales and office occupations,PERC_Sales,"Estimate!!Total!!16 years and over!!Natural resources, construction, and maintenance occupations","Margin of Error!!Total MOE!!16 years and over!!Natural resources, construction, and maintenance occupations",PERC_Natural,"Estimate!!Total!!16 years and over!!Production, transportation, and material moving occupations","Margin of Error!!Total MOE!!16 years and over!!Production, transportation, and material moving occupations",PERC_Production
1400000US36047049800,"Census Tract 498, Kings County, New York",2344,265,1081,183,46.1177,358,128,15.273,433,111,18.4727,164,110,6.9966,308,98,13.1399
1400000US36047049900,"Census Tract 499, Kings County, New York",1294,138,790,121,61.051,196,64,15.1468,197,78,15.2241,97,53,7.4961,14,15,1.0819
1400000US36047050000,"Census Tract 500, Kings County, New York",1920,193,1410,168,73.4375,133,66,6.9271,251,89,13.0729,59,34,3.0729,67,47,3.4896
1400000US36047050100,"Census Tract 501, Kings County, New York",1971,221,1207,219,61.238,271,112,13.7494,390,126,19.7869,61,63,3.0949,42,46,2.1309
1400000US36047050202,"Census Tract 502.02, Kings County, New York",1226,190,993,205,80.9951,52,42,4.2414,73,41,5.9543,39,38,3.1811,69,49,5.6281
1400000US36047050300,"Census Tract 503, Kings County, New York",1788,234,1057,185,59.1163,308,114,17.226,294,124,16.443,37,30,2.0694,92,43,5.1454
1400000US36047050400,"Census Tract 504, Kings County, New York",2371,266,1505,236,63.4753,299,98,12.6107,338,139,14.2556,108,75,4.555,121,62,5.1033
1400000US36047050500,"Census Tract 505, Kings County, New York",1915,250,736,159,38.4334,367,141,19.1645,643,155,33.577,82,47,4.282,87,52,4.5431
1400000US36047050600,"Census Tract 506, Kings County, New York",2770,318,1011,222,36.4982,863,219,31.1552,380,163,13.7184,195,95,7.0397,321,147,11.5884
1400000US36047050700,"Census Tract 507, Kings County, New York",721,91,306,70,42.4411,90,43,12.4827,248,59,34.3967,28,23,3.8835,49,28,6.7961
1400000US36047050801,"Census Tract 508.01, Kings County, New York",1939,293,474,131,24.4456,723,172,37.2873,394,129,20.3198,194,92,10.0052,154,82,7.9422
1400000US36047050803,"Census Tract 508.03, Kings County, New York",1339,188,558,110,41.6729,360,91,26.8857,173,84,12.9201,52,41,3.8835,196,70,14.6378
1400000US36047050804,"Census Tract 508.04, Kings County, New York",3266,441,1284,222,39.3141,998,279,30.5573,510,213,15.6154,198,142,6.0625,276,192,8.4507
1400000US36047050900,"Census Tract 509, Kings County, New York",1050,116,476,91,45.3333,64,33,6.0952,417,94,39.7143,16,19,1.5238,77,36,7.3333
1400000US36047051001,"Census Tract 510.01, Kings County, New York",2012,195,676,139,33.5984,716,157,35.5865,381,118,18.9364,57,46,2.833,182,130,9.0457
1400000US36047051002,"Census Tract 510.02, Kings County, New York",2440,270,700,157,28.6885,839,194,34.3852,571,142,23.4016,154,83,6.3115,176,86,7.2131
1400000US36047051100,"Census Tract 511, Kings County, New York",2248,303,1271,209,56.5391,333,100,14.8132,346,110,15.3915,70,46,3.1139,228,112,10.1423
1400000US36047051200,"Census Tract 512, Kings County, New York",3112,349,1096,240,35.2185,823,264,26.446,721,190,23.1684,203,131,6.5231,269,150,8.644
1400000US36047051300,"Census Tract 513, Kings County, New York",3572,401,2064,323,57.7828,593,238,16.6013,623,242,17.4412,121,90,3.3875,171,122,4.7872
1400000US36047051400,"Census Tract 514, Kings County, New York",3652,392,1277,229,34.9671,1118,294,30.6134,516,200,14.1292,399,164,10.9255,342,161,9.3647
1400000US36047051500,"Census Tract 515, Kings County, New York",1690,146,1238,143,73.2544,130,61,7.6923,274,67,16.213,39,42,2.3077,9,10,0.5325
1400000US36047051601,"Census Tract 516.01, Kings County, New York",2532,303,929,196,36.6904,667,193,26.3428,511,196,20.1817,182,103,7.188,243,153,9.5972
1400000US36047051602,"Census Tract 516.02, Kings County, New York",1959,227,572,144,29.1986,595,169,30.3726,323,92,16.488,88,59,4.4921,381,138,19.4487
1400000US36047051700,"Census Tract 517, Kings County, New York",1835,181,1399,199,76.2398,70,57,3.8147,258,67,14.0599,20,25,1.0899,88,67,4.7956
1400000US36047051800,"Census Tract 518, Kings County, New York",1727,172,953,169,55.1824,341,125,19.7452,179,77,10.3648,79,68,4.5744,175,94,10.1332
1400000US36047051900,"Census Tract 519, Kings County, New York",3851,517,2811,323,72.994,240,173,6.2321,696,292,18.0732,0,17,0,104,80,2.7006
1400000US36047052000,"Census Tract 520, Kings County, New York",2086,218,879,155,42.1381,523,166,25.0719,361,107,17.3058,142,79,6.8073,181,88,8.6769
1400000US36047052300,"Census Tract 523, Kings County, New York",2974,455,1411,289,47.4445,611,239,20.5447,658,322,22.1251,81,76,2.7236,213,159,7.1621
1400000US36047052500,"Census Tract 525, Kings County, New York",1295,244,665,178,51.3514,236,110,18.2239,273,113,21.0811,24,31,1.8533,97,42,7.4903
1400000US36047052600,"Census Tract 526, Kings County, New York",2513,238,1396,205,55.5511,453,129,18.0263,317,110,12.6144,13,21,0.5173,334,111,13.2909
1400000US36047052700,"Census Tract 527, Kings County, New York",3168,311,1391,309,43.9078,915,256,28.8826,675,246,21.3068,71,81,2.2412,116,103,3.6616
1400000US36047052800,"Census Tract 528, Kings County, New York",857,116,508,76,59.2765,105,41,12.252,114,46,13.3022,34,30,3.9673,96,45,11.2019
1400000US36047052900,"Census Tract 529, Kings County, New York",1159,155,441,112,38.05,175,104,15.0992,346,95,29.8533,19,23,1.6393,178,70,15.3581
1400000US36047053000,"Census Tract 530, Kings County, New York",1594,225,563,149,35.3199,409,129,25.6587,299,90,18.7578,50,41,3.1368,273,146,17.1267
1400000US36047053100,"Census Tract 531, Kings County, New York",2411,222,1102,221,45.7072,220,125,9.1248,919,204,38.117,23,30,0.954,147,88,6.0971
1400000US36047053200,"Census Tract 532, Kings County, New York",1136,130,620,124,54.5775,213,84,18.75,205,52,18.0458,25,25,2.2007,73,39,6.4261
1400000US36047053300,"Census Tract 533, Kings County, New York",1774,282,695,193,39.177,120,66,6.7644,689,157,38.8388,64,47,3.6077,206,98,11.6122
1400000US36047053400,"Census Tract 534, Kings County, New York",1531,231,642,162,41.9334,406,136,26.5186,287,111,18.7459,57,51,3.7231,139,73,9.079
1400000US36047053500,"Census Tract 535, Kings County, New York",1115,175,412,129,36.9507,167,71,14.9776,465,148,41.704,0,12,0,71,44,6.3677
1400000US36047053700,"Census Tract 537, Kings County, New York",913,90,362,94,39.6495,87,41,9.529,413,98,45.2355,27,21,2.9573,24,28,2.6287
1400000US36047053800,"Census Tract 538, Kings County, New York",2099,290,1038,240,49.4521,408,144,19.4378,382,170,18.1991,68,59,3.2396,203,144,9.6713
1400000US36047053900,"Census Tract 539, Kings County, New York",834,126,298,96,35.7314,114,53,13.6691,373,112,44.7242,49,41,5.8753,0,12,0
1400000US36047054200,"Census Tract 542, Kings County, New York",1780,263,634,155,35.618,297,155,16.6854,501,136,28.1461,224,122,12.5843,124,75,6.9663
1400000US36047054300,"Census Tract 543, Kings County, New York",304,95,145,71,47.6974,74,42,24.3421,59,32,19.4079,4,6,1.3158,22,28,7.2368
1400000US36047054400,"Census Tract 544, Kings County, New York",1641,239,667,181,40.6459,347,178,21.1456,396,143,24.1316,37,30,2.2547,194,125,11.8221
1400000US36047054500,"Census Tract 545, Kings County, New York",2152,442,690,221,32.0632,521,283,24.21,594,223,27.6022,115,110,5.3439,232,131,10.7807
1400000US36047054600,"Census Tract 546, Kings County, New York",1843,241,675,155,36.6251,335,114,18.1769,494,161,26.8041,161,72,8.7358,178,79,9.6582
1400000US36047054700,"Census Tract 547, Kings County, New York",2097,210,1152,175,54.9356,250,73,11.9218,518,125,24.702,28,24,1.3352,149,70,7.1054
1400000US36047054800,"Census Tract 548, Kings County, New York",740,87,410,86,55.4054,93,44,12.5676,178,53,24.0541,27,24,3.6486,32,20,4.3243
1400000US36047054900,"Census Tract 549, Kings County, New York",2412,241,1481,209,61.4013,221,91,9.1625,524,104,21.7247,88,53,3.6484,98,56,4.063
1400000US36047055000,"Census Tract 550, Kings County, New York",1470,177,603,153,41.0204,319,107,21.7007,269,100,18.2993,146,91,9.932,133,73,9.0476
1400000US36047055100,"Census Tract 551, Kings County, New York",2989,338,1697,392,56.7748,252,130,8.4309,624,237,20.8765,244,163,8.1633,172,105,5.7544
1400000US36047055200,"Census Tract 552, Kings County, New York",1595,205,682,122,42.7586,556,158,34.8589,177,85,11.0972,85,50,5.3292,95,52,5.9561
1400000US36047055300,"Census Tract 553, Kings County, New York",2141,228,1441,164,67.305,215,120,10.042,374,93,17.4685,23,21,1.0743,88,72,4.1102
1400000US36047055400,"Census Tract 554, Kings County, New York",2093,286,625,165,29.8614,542,206,25.8958,575,183,27.4725,20,32,0.9556,331,120,15.8146
1400000US36047055500,"Census Tract 555, Kings County, New York",4976,359,3573,285,71.8047,499,127,10.0281,762,153,15.3135,53,49,1.0651,89,64,1.7886
1400000US36047055600,"Census Tract 556, Kings County, New York",1560,220,652,136,41.7949,381,114,24.4231,355,108,22.7564,65,52,4.1667,107,54,6.859
1400000US36047055700,"Census Tract 557, Kings County, New York",1305,171,802,134,61.4559,75,44,5.7471,362,83,27.7395,47,36,3.6015,19,20,1.4559
1400000US36047055800,"Census Tract 558, Kings County, New York",1149,136,448,97,38.9904,274,69,23.8468,235,66,20.4526,62,38,5.396,130,56,11.3142
1400000US36047056000,"Census Tract 560, Kings County, New York",1433,144,559,132,39.0091,298,123,20.7955,397,102,27.7041,109,64,7.6064,70,48,4.8849
1400000US36047056100,"Census Tract 561, Kings County, New York",2268,222,1447,202,63.8007,254,106,11.1993,430,119,18.9594,38,30,1.6755,99,58,4.3651
1400000US36047056200,"Census Tract 562, Kings County, New York",698,120,474,118,67.9083,34,24,4.8711,136,51,19.4842,22,24,3.1519,32,19,4.5845
1400000US36047056300,"Census Tract 563, Kings County, New York",2867,370,1581,270,55.1448,676,240,23.5787,437,154,15.2424,97,106,3.3833,76,54,2.6509
1400000US36047056400,"Census Tract 564, Kings County, New York",1176,160,605,101,51.4456,135,61,11.4796,238,72,20.2381,83,46,7.0578,115,51,9.7789
1400000US36047056500,"Census Tract 565, Kings County, New York",1938,282,1493,234,77.0382,66,46,3.4056,263,120,13.5707,41,41,2.1156,75,74,3.87
1400000US36047056600,"Census Tract 566, Kings County, New York",1404,143,620,101,44.1595,219,83,15.5983,298,76,21.2251,116,64,8.2621,151,54,10.755
1400000US36047056800,"Census Tract 568, Kings County, New York",902,95,403,86,44.6785,184,96,20.3991,198,58,21.9512,41,39,4.5455,76,41,8.4257
1400000US36047056900,"Census Tract 569, Kings County, New York",1086,107,729,114,67.1271,127,50,11.6943,180,51,16.5746,16,14,1.4733,34,25,3.1308
1400000US36047057000,"Census Tract 570, Kings County, New York",1632,191,655,157,40.1348,338,105,20.7108,398,95,24.3873,109,69,6.6789,132,55,8.0882
1400000US36047057100,"Census Tract 571, Kings County, New York",2388,390,1529,338,64.0285,227,102,9.5059,340,142,14.2379,176,74,7.3702,116,63,4.8576
1400000US36047057200,"Census Tract 572, Kings County, New York",1863,304,400,185,21.4707,812,242,43.5856,390,181,20.934,41,57,2.2008,220,162,11.8089
1400000US36047057300,"Census Tract 573, Kings County, New York",1655,253,1025,190,61.9335,225,80,13.5952,210,83,12.6888,104,55,6.284,91,53,5.4985
1400000US36047057400,"Census Tract 574, Kings County, New York",1364,171,608,116,44.5748,255,70,18.695,337,94,24.7067,64,47,4.6921,100,46,7.3314
1400000US36047057500,"Census Tract 575, Kings County, New York",2439,244,1535,278,62.9356,205,129,8.4051,426,174,17.4662,120,81,4.92,153,110,6.2731
1400000US36047057600,"Census Tract 576, Kings County, New York",1482,145,588,113,39.6761,444,96,29.9595,243,71,16.3968,65,33,4.386,142,57,9.5816
1400000US36047057800,"Census Tract 578, Kings County, New York",1492,244,371,98,24.866,232,84,15.5496,514,141,34.4504,108,71,7.2386,267,101,17.8954
1400000US36047057900,"Census Tract 579, Kings County, New York",733,107,347,87,47.3397,132,63,18.0082,127,48,17.3261,77,48,10.5048,50,31,6.8213
1400000US36047058000,"Census Tract 580, Kings County, New York",1952,292,637,194,32.6332,472,135,24.1803,467,131,23.9242,126,65,6.4549,250,100,12.8074
1400000US36047058200,"Census Tract 582, Kings County, New York",1305,270,420,184,32.1839,215,128,16.4751,330,125,25.2874,173,114,13.2567,167,81,12.7969
1400000US36047058400,"Census Tract 584, Kings County, New York",1690,224,621,167,36.7456,363,133,21.4793,412,125,24.3787,51,48,3.0178,243,92,14.3787
1400000US36047058600,"Census Tract 586, Kings County, New York",1360,154,536,110,39.4118,382,92,28.0882,262,81,19.2647,65,39,4.7794,115,37,8.4559
1400000US36047058800,"Census Tract 588, Kings County, New York",1706,237,847,209,49.6483,326,102,19.109,401,153,23.5053,26,33,1.524,106,61,6.2134
1400000US36047058900,"Census Tract 589, Kings County, New York",985,127,543,89,55.1269,162,53,16.4467,145,53,14.7208,79,52,8.0203,56,35,5.6853
1400000US36047059000,"Census Tract 590, Kings County, New York",850,121,407,84,47.8824,211,99,24.8235,133,42,15.6471,74,40,8.7059,25,17,2.9412
1400000US36047059100,"Census Tract 591, Kings County, New York",2840,232,1692,218,59.5775,386,111,13.5915,443,126,15.5986,177,83,6.2324,142,74,5
1400000US36047059200,"Census Tract 592, Kings County, New York",1975,254,857,162,43.3924,441,162,22.3291,411,161,20.8101,130,61,6.5823,136,76,6.8861
1400000US36047059300,"Census Tract 593, Kings County, New York",1282,162,655,132,51.092,183,71,14.2746,248,79,19.3448,155,63,12.0905,41,25,3.1981
1400000US36047059401,"Census Tract 594.01, Kings County, New York",3944,503,1776,352,45.0304,690,233,17.4949,754,234,19.1176,420,201,10.6491,304,175,7.7079
1400000US36047059402,"Census Tract 594.02, Kings County, New York",2662,287,1396,205,52.4418,346,140,12.9977,516,136,19.3839,195,90,7.3253,209,86,7.8512
1400000US36047059600,"Census Tract 596, Kings County, New York",1175,163,592,168,50.383,223,93,18.9787,176,73,14.9787,15,17,1.2766,169,93,14.383
1400000US36047059800,"Census Tract 598, Kings County, New York",1757,269,828,173,47.1258,297,130,16.9038,259,89,14.741,175,93,9.9602,198,86,11.2692
1400000US36047060000,"Census Tract 600, Kings County, New York",3474,419,1442,279,41.5083,582,225,16.753,826,188,23.7766,324,135,9.3264,300,164,8.6356
1400000US36047060600,"Census Tract 606, Kings County, New York",1230,174,515,141,41.8699,316,119,25.6911,189,89,15.3659,54,48,4.3902,156,66,12.6829
1400000US36047060800,"Census Tract 608, Kings County, New York",1751,228,824,167,47.0588,282,116,16.1051,323,119,18.4466,99,72,5.6539,223,103,12.7356
1400000US36047061002,"Census Tract 610.02, Kings County, New York",2093,268,1189,234,56.8084,267,123,12.7568,399,143,19.0635,172,93,8.2179,66,68,3.1534
1400000US36047061003,"Census Tract 610.03, Kings County, New York",706,175,190,83,26.9122,241,90,34.136,141,65,19.9717,60,36,8.4986,74,50,10.4816
1400000US36047061004,"Census Tract 610.04, Kings County, New York",2432,348,940,333,38.6513,713,211,29.3174,288,135,11.8421,249,121,10.2385,242,137,9.9507
1400000US36047061200,"Census Tract 612, Kings County, New York",536,108,261,69,48.694,89,57,16.6045,135,50,25.1866,46,37,8.5821,5,8,0.9328
1400000US36047061600,"Census Tract 616, Kings County, New York",401,72,273,60,68.0798,34,28,8.4788,78,35,19.4514,12,12,2.9925,4,7,0.9975
1400000US36047062000,"Census Tract 620, Kings County, New York",900,141,623,119,69.2222,65,40,7.2222,142,52,15.7778,46,39,5.1111,24,22,2.6667
1400000US36047062200,"Census Tract 622, Kings County, New York",1376,197,652,175,47.3837,258,92,18.75,230,91,16.7151,37,40,2.689,199,85,14.4622
1400000US36047062600,"Census Tract 626, Kings County, New York",1125,140,388,117,34.4889,275,110,24.4444,127,56,11.2889,152,95,13.5111,183,71,16.2667
1400000US36047062800,"Census Tract 628, Kings County, New York",1951,279,725,166,37.1604,336,116,17.2219,514,148,26.3455,213,109,10.9175,163,60,8.3547
1400000US36047063200,"Census Tract 632, Kings County, New York",670,144,330,67,49.2537,101,63,15.0746,121,39,18.0597,48,33,7.1642,70,42,10.4478
1400000US36047063600,"Census Tract 636, Kings County, New York",630,79,331,90,52.5397,73,32,11.5873,125,53,19.8413,33,21,5.2381,68,43,10.7937
1400000US36047063800,"Census Tract 638, Kings County, New York",940,112,378,72,40.2128,142,64,15.1064,276,74,29.3617,82,36,8.7234,62,30,6.5957
1400000US36047064000,"Census Tract 640, Kings County, New York",794,130,445,101,56.0453,121,51,15.2393,140,52,17.6322,26,23,3.2746,62,29,7.8086
1400000US36047064200,"Census Tract 642, Kings County, New York",909,125,412,95,45.3245,215,87,23.6524,157,57,17.2717,74,52,8.1408,51,31,5.6106
1400000US36047064400,"Census Tract 644, Kings County, New York",1307,117,616,127,47.1308,175,62,13.3894,261,73,19.9694,67,51,5.1262,188,66,14.3841
1400000US36047064600,"Census Tract 646, Kings County, New York",865,111,525,79,60.6936,90,47,10.4046,187,66,21.6185,29,20,3.3526,34,31,3.9306
1400000US36047064800,"Census Tract 648, Kings County, New York",970,97,448,104,46.1856,179,74,18.4536,249,77,25.6701,52,52,5.3608,42,32,4.3299
1400000US36047065000,"Census Tract 650, Kings County, New York",755,114,271,86,35.894,239,91,31.6556,123,47,16.2914,57,32,7.5497,65,42,8.6093
1400000US36047065200,"Census Tract 652, Kings County, New York",540,84,306,60,56.6667,74,45,13.7037,101,43,18.7037,35,36,6.4815,24,25,4.4444
1400000US36047065400,"Census Tract 654, Kings County, New York",669,116,337,71,50.3737,95,43,14.2003,155,61,23.1689,49,32,7.3244,33,20,4.9327
1400000US36047065600,"Census Tract 656, Kings County, New York",786,126,250,84,31.8066,160,87,20.3562,224,88,28.4987,115,50,14.631,37,20,4.7074
1400000US36047065800,"Census Tract 658, Kings County, New York",869,145,488,95,56.1565,120,37,13.809,141,58,16.2255,29,20,3.3372,91,84,10.4718
1400000US36047066000,"Census Tract 660, Kings County, New York",1019,143,505,100,49.5584,130,73,12.7576,227,65,22.2767,65,39,6.3788,92,44,9.0285
1400000US36047066200,"Census Tract 662, Kings County, New York",755,87,233,63,30.8609,202,53,26.755,155,45,20.5298,98,44,12.9801,67,40,8.8742
1400000US36047066600,"Census Tract 666, Kings County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36047067000,"Census Tract 670, Kings County, New York",1488,191,617,120,41.4651,372,96,25,305,95,20.4973,70,37,4.7043,124,78,8.3333
1400000US36047067200,"Census Tract 672, Kings County, New York",781,175,359,102,45.9667,157,82,20.1024,146,78,18.694,61,56,7.8105,58,50,7.4264
1400000US36047067400,"Census Tract 674, Kings County, New York",1053,169,349,70,33.1434,252,96,23.9316,257,92,24.4065,82,46,7.7873,113,50,10.7312
1400000US36047067600,"Census Tract 676, Kings County, New York",894,193,347,98,38.8143,227,79,25.3915,177,71,19.7987,57,48,6.3758,86,64,9.6197
1400000US36047067800,"Census Tract 678, Kings County, New York",1334,191,493,100,36.9565,397,102,29.7601,229,77,17.1664,98,51,7.3463,117,56,8.7706
1400000US36047068000,"Census Tract 680, Kings County, New York",1208,135,364,82,30.1325,328,95,27.1523,242,78,20.0331,136,59,11.2583,138,60,11.4238
1400000US36047068200,"Census Tract 682, Kings County, New York",1579,294,643,138,40.722,228,73,14.4395,396,165,25.0792,181,78,11.463,131,48,8.2964
1400000US36047068600,"Census Tract 686, Kings County, New York",844,119,286,92,33.8863,178,75,21.09,217,71,25.7109,77,42,9.1232,86,53,10.1896
1400000US36047068800,"Census Tract 688, Kings County, New York",819,124,382,109,46.6422,132,73,16.1172,152,63,18.5592,51,39,6.2271,102,49,12.4542
