GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C02_001E,S0101_C02_001M,S0101_C03_001E,S0101_C03_001M,S0101_C04_001E,S0101_C04_001M
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Percent!!Total population,Margin of Error!!Percent MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population
1400000US36045061700,"Census Tract 617, Jefferson County, New York",2499,239,(X),(X),1274,131,(X),(X)
1400000US36045061800,"Census Tract 618, Jefferson County, New York",7378,295,(X),(X),3650,241,(X),(X)
1400000US36045061900,"Census Tract 619, Jefferson County, New York",3814,282,(X),(X),1820,196,(X),(X)
1400000US36045062100,"Census Tract 621, Jefferson County, New York",3642,497,(X),(X),2006,382,(X),(X)
1400000US36045062200,"Census Tract 622, Jefferson County, New York",4286,327,(X),(X),2023,235,(X),(X)
1400000US36045062400,"Census Tract 624, Jefferson County, New York",4910,311,(X),(X),2814,222,(X),(X)
1400000US36045062500,"Census Tract 625, Jefferson County, New York",2951,209,(X),(X),1485,120,(X),(X)
1400000US36045980000,"Census Tract 9800, Jefferson County, New York",149,61,(X),(X),122,50,(X),(X)
1400000US36045990001,"Census Tract 9900.01, Jefferson County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36047000100,"Census Tract 1, Kings County, New York",4473,474,(X),(X),2236,286,(X),(X)
1400000US36047000200,"Census Tract 2, Kings County, New York",1243,285,(X),(X),722,179,(X),(X)
1400000US36047000301,"Census Tract 3.01, Kings County, New York",4209,474,(X),(X),1949,311,(X),(X)
1400000US36047000501,"Census Tract 5.01, Kings County, New York",4419,319,(X),(X),1853,199,(X),(X)
1400000US36047000502,"Census Tract 5.02, Kings County, New York",2570,189,(X),(X),1208,124,(X),(X)
1400000US36047000700,"Census Tract 7, Kings County, New York",4010,365,(X),(X),1916,230,(X),(X)
1400000US36047000900,"Census Tract 9, Kings County, New York",4487,369,(X),(X),2356,282,(X),(X)
1400000US36047001100,"Census Tract 11, Kings County, New York",1359,102,(X),(X),757,94,(X),(X)
1400000US36047001300,"Census Tract 13, Kings County, New York",2217,248,(X),(X),1155,193,(X),(X)
1400000US36047001500,"Census Tract 15, Kings County, New York",8088,557,(X),(X),3719,377,(X),(X)
1400000US36047001800,"Census Tract 18, Kings County, New York",1959,1194,(X),(X),1959,1194,(X),(X)
1400000US36047002000,"Census Tract 20, Kings County, New York",1396,269,(X),(X),753,174,(X),(X)
1400000US36047002100,"Census Tract 21, Kings County, New York",5143,348,(X),(X),2584,287,(X),(X)
1400000US36047002200,"Census Tract 22, Kings County, New York",4812,520,(X),(X),2263,301,(X),(X)
1400000US36047002300,"Census Tract 23, Kings County, New York",4352,571,(X),(X),1750,352,(X),(X)
1400000US36047002901,"Census Tract 29.01, Kings County, New York",4533,514,(X),(X),2051,320,(X),(X)
1400000US36047003000,"Census Tract 30, Kings County, New York",1635,220,(X),(X),789,122,(X),(X)
1400000US36047003100,"Census Tract 31, Kings County, New York",3033,345,(X),(X),1337,172,(X),(X)
1400000US36047003300,"Census Tract 33, Kings County, New York",3705,366,(X),(X),1856,209,(X),(X)
1400000US36047003400,"Census Tract 34, Kings County, New York",3056,292,(X),(X),1518,211,(X),(X)
1400000US36047003500,"Census Tract 35, Kings County, New York",1892,174,(X),(X),803,118,(X),(X)
1400000US36047003600,"Census Tract 36, Kings County, New York",3775,319,(X),(X),1617,226,(X),(X)
1400000US36047003700,"Census Tract 37, Kings County, New York",1681,163,(X),(X),851,99,(X),(X)
1400000US36047003800,"Census Tract 38, Kings County, New York",1436,168,(X),(X),733,117,(X),(X)
1400000US36047003900,"Census Tract 39, Kings County, New York",2364,203,(X),(X),1069,151,(X),(X)
1400000US36047004100,"Census Tract 41, Kings County, New York",3642,470,(X),(X),1897,294,(X),(X)
1400000US36047004300,"Census Tract 43, Kings County, New York",3496,268,(X),(X),1974,190,(X),(X)
1400000US36047004400,"Census Tract 44, Kings County, New York",2511,173,(X),(X),1272,119,(X),(X)
1400000US36047004500,"Census Tract 45, Kings County, New York",3546,245,(X),(X),1756,184,(X),(X)
1400000US36047004600,"Census Tract 46, Kings County, New York",1306,146,(X),(X),597,90,(X),(X)
1400000US36047004700,"Census Tract 47, Kings County, New York",1903,206,(X),(X),903,120,(X),(X)
1400000US36047004900,"Census Tract 49, Kings County, New York",2718,292,(X),(X),1312,153,(X),(X)
1400000US36047005000,"Census Tract 50, Kings County, New York",2320,266,(X),(X),1060,158,(X),(X)
1400000US36047005100,"Census Tract 51, Kings County, New York",2791,331,(X),(X),1388,173,(X),(X)
1400000US36047005201,"Census Tract 52.01, Kings County, New York",1666,157,(X),(X),679,129,(X),(X)
1400000US36047005202,"Census Tract 52.02, Kings County, New York",2299,211,(X),(X),1138,155,(X),(X)
1400000US36047005300,"Census Tract 53, Kings County, New York",2245,209,(X),(X),1159,159,(X),(X)
1400000US36047005400,"Census Tract 54, Kings County, New York",3177,299,(X),(X),1527,205,(X),(X)
1400000US36047005601,"Census Tract 56.01, Kings County, New York",2462,244,(X),(X),1089,148,(X),(X)
1400000US36047005602,"Census Tract 56.02, Kings County, New York",1606,154,(X),(X),725,91,(X),(X)
1400000US36047005800,"Census Tract 58, Kings County, New York",3092,323,(X),(X),1549,204,(X),(X)
1400000US36047005900,"Census Tract 59, Kings County, New York",1253,172,(X),(X),635,104,(X),(X)
1400000US36047006000,"Census Tract 60, Kings County, New York",3054,350,(X),(X),1556,261,(X),(X)
1400000US36047006200,"Census Tract 62, Kings County, New York",2700,386,(X),(X),1385,211,(X),(X)
1400000US36047006300,"Census Tract 63, Kings County, New York",1922,188,(X),(X),865,97,(X),(X)
1400000US36047006400,"Census Tract 64, Kings County, New York",3062,322,(X),(X),1503,210,(X),(X)
1400000US36047006500,"Census Tract 65, Kings County, New York",5842,458,(X),(X),2909,289,(X),(X)
1400000US36047006600,"Census Tract 66, Kings County, New York",3645,424,(X),(X),1706,234,(X),(X)
1400000US36047006700,"Census Tract 67, Kings County, New York",3894,324,(X),(X),1935,202,(X),(X)
1400000US36047006800,"Census Tract 68, Kings County, New York",4932,627,(X),(X),2566,395,(X),(X)
1400000US36047006900,"Census Tract 69, Kings County, New York",3575,278,(X),(X),1567,191,(X),(X)
1400000US36047007000,"Census Tract 70, Kings County, New York",2629,277,(X),(X),1252,281,(X),(X)
1400000US36047007100,"Census Tract 71, Kings County, New York",4890,456,(X),(X),2025,280,(X),(X)
1400000US36047007200,"Census Tract 72, Kings County, New York",1890,212,(X),(X),879,166,(X),(X)
1400000US36047007400,"Census Tract 74, Kings County, New York",5280,612,(X),(X),2814,418,(X),(X)
1400000US36047007500,"Census Tract 75, Kings County, New York",4925,481,(X),(X),2342,276,(X),(X)
1400000US36047007600,"Census Tract 76, Kings County, New York",5146,682,(X),(X),2438,429,(X),(X)
1400000US36047007700,"Census Tract 77, Kings County, New York",5172,644,(X),(X),2583,356,(X),(X)
1400000US36047007800,"Census Tract 78, Kings County, New York",5240,681,(X),(X),2721,433,(X),(X)
1400000US36047008000,"Census Tract 80, Kings County, New York",3746,588,(X),(X),2030,315,(X),(X)
1400000US36047008200,"Census Tract 82, Kings County, New York",3942,285,(X),(X),1910,227,(X),(X)
1400000US36047008400,"Census Tract 84, Kings County, New York",3879,504,(X),(X),2026,292,(X),(X)
1400000US36047008500,"Census Tract 85, Kings County, New York",7555,603,(X),(X),2779,536,(X),(X)
1400000US36047008600,"Census Tract 86, Kings County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36047008800,"Census Tract 88, Kings County, New York",2636,328,(X),(X),1302,199,(X),(X)
1400000US36047009000,"Census Tract 90, Kings County, New York",2872,307,(X),(X),1376,174,(X),(X)
1400000US36047009200,"Census Tract 92, Kings County, New York",5668,472,(X),(X),2575,233,(X),(X)
1400000US36047009400,"Census Tract 94, Kings County, New York",5253,500,(X),(X),2377,336,(X),(X)
1400000US36047009600,"Census Tract 96, Kings County, New York",6218,650,(X),(X),3180,377,(X),(X)
1400000US36047009800,"Census Tract 98, Kings County, New York",7012,732,(X),(X),3686,442,(X),(X)
1400000US36047010000,"Census Tract 100, Kings County, New York",6178,602,(X),(X),3181,435,(X),(X)
1400000US36047010100,"Census Tract 101, Kings County, New York",4057,321,(X),(X),2046,214,(X),(X)
1400000US36047010200,"Census Tract 102, Kings County, New York",5142,638,(X),(X),2544,359,(X),(X)
1400000US36047010400,"Census Tract 104, Kings County, New York",5362,532,(X),(X),2731,328,(X),(X)
1400000US36047010600,"Census Tract 106, Kings County, New York",4426,579,(X),(X),2170,324,(X),(X)
1400000US36047010800,"Census Tract 108, Kings County, New York",3795,511,(X),(X),1896,277,(X),(X)
1400000US36047011000,"Census Tract 110, Kings County, New York",2445,375,(X),(X),1232,224,(X),(X)
1400000US36047011200,"Census Tract 112, Kings County, New York",6267,530,(X),(X),3223,326,(X),(X)
1400000US36047011400,"Census Tract 114, Kings County, New York",4177,629,(X),(X),1880,310,(X),(X)
1400000US36047011600,"Census Tract 116, Kings County, New York",3414,568,(X),(X),1693,309,(X),(X)
1400000US36047011700,"Census Tract 117, Kings County, New York",2608,275,(X),(X),1303,197,(X),(X)
1400000US36047011800,"Census Tract 118, Kings County, New York",1967,257,(X),(X),934,154,(X),(X)
1400000US36047011900,"Census Tract 119, Kings County, New York",1377,170,(X),(X),690,110,(X),(X)
1400000US36047012000,"Census Tract 120, Kings County, New York",1107,171,(X),(X),533,109,(X),(X)
1400000US36047012100,"Census Tract 121, Kings County, New York",2020,215,(X),(X),1006,123,(X),(X)
1400000US36047012200,"Census Tract 122, Kings County, New York",5756,834,(X),(X),3061,509,(X),(X)
1400000US36047012600,"Census Tract 126, Kings County, New York",2856,279,(X),(X),1405,177,(X),(X)
1400000US36047012700,"Census Tract 127, Kings County, New York",4800,770,(X),(X),2296,495,(X),(X)
1400000US36047012801,"Census Tract 128.01, Kings County, New York",2279,234,(X),(X),1181,131,(X),(X)
1400000US36047012901,"Census Tract 129.01, Kings County, New York",2641,356,(X),(X),1294,243,(X),(X)
1400000US36047012902,"Census Tract 129.02, Kings County, New York",2390,268,(X),(X),1096,160,(X),(X)
1400000US36047013000,"Census Tract 130, Kings County, New York",5028,630,(X),(X),2621,388,(X),(X)
1400000US36047013100,"Census Tract 131, Kings County, New York",4226,411,(X),(X),1733,211,(X),(X)
1400000US36047013200,"Census Tract 132, Kings County, New York",2200,288,(X),(X),1021,196,(X),(X)
1400000US36047013300,"Census Tract 133, Kings County, New York",4408,314,(X),(X),2145,241,(X),(X)
1400000US36047013400,"Census Tract 134, Kings County, New York",3976,369,(X),(X),1781,240,(X),(X)
1400000US36047013500,"Census Tract 135, Kings County, New York",3920,335,(X),(X),1730,213,(X),(X)
1400000US36047013600,"Census Tract 136, Kings County, New York",3888,405,(X),(X),1924,282,(X),(X)
1400000US36047013700,"Census Tract 137, Kings County, New York",3512,288,(X),(X),1744,215,(X),(X)
1400000US36047013800,"Census Tract 138, Kings County, New York",3083,446,(X),(X),1468,246,(X),(X)
1400000US36047013900,"Census Tract 139, Kings County, New York",3420,257,(X),(X),1655,178,(X),(X)
1400000US36047014000,"Census Tract 140, Kings County, New York",1979,236,(X),(X),1065,169,(X),(X)
1400000US36047014100,"Census Tract 141, Kings County, New York",3033,335,(X),(X),1526,211,(X),(X)
1400000US36047014200,"Census Tract 142, Kings County, New York",2755,318,(X),(X),1250,195,(X),(X)
1400000US36047014300,"Census Tract 143, Kings County, New York",3469,342,(X),(X),1530,185,(X),(X)
1400000US36047014500,"Census Tract 145, Kings County, New York",3848,389,(X),(X),1879,285,(X),(X)
1400000US36047014700,"Census Tract 147, Kings County, New York",2473,231,(X),(X),1215,167,(X),(X)
1400000US36047014800,"Census Tract 148, Kings County, New York",1320,175,(X),(X),658,90,(X),(X)
1400000US36047014900,"Census Tract 149, Kings County, New York",5888,612,(X),(X),2817,302,(X),(X)
1400000US36047015000,"Census Tract 150, Kings County, New York",1567,146,(X),(X),698,93,(X),(X)
1400000US36047015100,"Census Tract 151, Kings County, New York",4216,267,(X),(X),1892,174,(X),(X)
1400000US36047015200,"Census Tract 152, Kings County, New York",2382,275,(X),(X),1203,162,(X),(X)
1400000US36047015300,"Census Tract 153, Kings County, New York",2678,285,(X),(X),1389,169,(X),(X)
1400000US36047015400,"Census Tract 154, Kings County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36047015500,"Census Tract 155, Kings County, New York",4028,348,(X),(X),1978,214,(X),(X)
1400000US36047015700,"Census Tract 157, Kings County, New York",4049,460,(X),(X),2003,305,(X),(X)
1400000US36047015900,"Census Tract 159, Kings County, New York",5314,520,(X),(X),2692,372,(X),(X)
1400000US36047016000,"Census Tract 160, Kings County, New York",3965,477,(X),(X),1882,269,(X),(X)
1400000US36047016100,"Census Tract 161, Kings County, New York",3235,286,(X),(X),1636,199,(X),(X)
1400000US36047016200,"Census Tract 162, Kings County, New York",2204,212,(X),(X),1060,155,(X),(X)
1400000US36047016300,"Census Tract 163, Kings County, New York",3194,375,(X),(X),1600,311,(X),(X)
1400000US36047016400,"Census Tract 164, Kings County, New York",1069,461,(X),(X),638,396,(X),(X)
1400000US36047016500,"Census Tract 165, Kings County, New York",6003,548,(X),(X),2828,372,(X),(X)
1400000US36047016600,"Census Tract 166, Kings County, New York",1863,171,(X),(X),903,108,(X),(X)
1400000US36047016700,"Census Tract 167, Kings County, New York",5531,524,(X),(X),2658,377,(X),(X)
1400000US36047016800,"Census Tract 168, Kings County, New York",1734,261,(X),(X),814,121,(X),(X)
1400000US36047016900,"Census Tract 169, Kings County, New York",5003,481,(X),(X),2022,305,(X),(X)
1400000US36047017000,"Census Tract 170, Kings County, New York",3578,417,(X),(X),1728,260,(X),(X)
1400000US36047017100,"Census Tract 171, Kings County, New York",4206,328,(X),(X),2034,217,(X),(X)
1400000US36047017200,"Census Tract 172, Kings County, New York",3282,380,(X),(X),1717,258,(X),(X)
1400000US36047017400,"Census Tract 174, Kings County, New York",2184,215,(X),(X),1077,147,(X),(X)
1400000US36047017500,"Census Tract 175, Kings County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36047017600,"Census Tract 176, Kings County, New York",2563,239,(X),(X),1321,164,(X),(X)
1400000US36047017700,"Census Tract 177, Kings County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36047017800,"Census Tract 178, Kings County, New York",3215,344,(X),(X),1698,238,(X),(X)
1400000US36047017900,"Census Tract 179, Kings County, New York",4318,348,(X),(X),1895,320,(X),(X)
1400000US36047018000,"Census Tract 180, Kings County, New York",3352,404,(X),(X),1683,295,(X),(X)
1400000US36047018100,"Census Tract 181, Kings County, New York",3875,484,(X),(X),1745,226,(X),(X)
1400000US36047018200,"Census Tract 182, Kings County, New York",3668,392,(X),(X),1749,195,(X),(X)
1400000US36047018300,"Census Tract 183, Kings County, New York",2721,250,(X),(X),1398,169,(X),(X)
1400000US36047018400,"Census Tract 184, Kings County, New York",2769,242,(X),(X),1315,132,(X),(X)
1400000US36047018501,"Census Tract 185.01, Kings County, New York",4600,452,(X),(X),2102,303,(X),(X)
1400000US36047018600,"Census Tract 186, Kings County, New York",2249,279,(X),(X),1166,194,(X),(X)
1400000US36047018700,"Census Tract 187, Kings County, New York",1623,214,(X),(X),797,112,(X),(X)
1400000US36047018800,"Census Tract 188, Kings County, New York",2702,220,(X),(X),1339,178,(X),(X)
1400000US36047019000,"Census Tract 190, Kings County, New York",4635,485,(X),(X),2231,301,(X),(X)
1400000US36047019100,"Census Tract 191, Kings County, New York",2788,291,(X),(X),1166,176,(X),(X)
1400000US36047019200,"Census Tract 192, Kings County, New York",3076,326,(X),(X),1583,195,(X),(X)
1400000US36047019300,"Census Tract 193, Kings County, New York",6010,600,(X),(X),2366,373,(X),(X)
1400000US36047019400,"Census Tract 194, Kings County, New York",3889,397,(X),(X),1885,245,(X),(X)
1400000US36047019500,"Census Tract 195, Kings County, New York",3787,264,(X),(X),1933,178,(X),(X)
1400000US36047019600,"Census Tract 196, Kings County, New York",3822,402,(X),(X),1926,281,(X),(X)
1400000US36047019700,"Census Tract 197, Kings County, New York",3615,314,(X),(X),1750,232,(X),(X)
1400000US36047019800,"Census Tract 198, Kings County, New York",1791,277,(X),(X),773,175,(X),(X)
1400000US36047019900,"Census Tract 199, Kings County, New York",3504,378,(X),(X),1604,241,(X),(X)
1400000US36047020000,"Census Tract 200, Kings County, New York",2427,215,(X),(X),1201,154,(X),(X)
1400000US36047020100,"Census Tract 201, Kings County, New York",3808,393,(X),(X),1768,201,(X),(X)
1400000US36047020200,"Census Tract 202, Kings County, New York",1910,215,(X),(X),926,120,(X),(X)
1400000US36047020300,"Census Tract 203, Kings County, New York",1825,156,(X),(X),824,104,(X),(X)
1400000US36047020400,"Census Tract 204, Kings County, New York",2111,226,(X),(X),938,125,(X),(X)
1400000US36047020500,"Census Tract 205, Kings County, New York",2918,228,(X),(X),1299,180,(X),(X)
1400000US36047020600,"Census Tract 206, Kings County, New York",2417,227,(X),(X),1237,135,(X),(X)
1400000US36047020700,"Census Tract 207, Kings County, New York",4521,410,(X),(X),2288,286,(X),(X)
1400000US36047020800,"Census Tract 208, Kings County, New York",3253,424,(X),(X),1624,244,(X),(X)
1400000US36047021000,"Census Tract 210, Kings County, New York",4153,435,(X),(X),1898,229,(X),(X)
1400000US36047021100,"Census Tract 211, Kings County, New York",1893,194,(X),(X),823,142,(X),(X)
1400000US36047021200,"Census Tract 212, Kings County, New York",4525,504,(X),(X),2257,268,(X),(X)
1400000US36047021300,"Census Tract 213, Kings County, New York",4279,417,(X),(X),2078,288,(X),(X)
1400000US36047021400,"Census Tract 214, Kings County, New York",2252,336,(X),(X),1119,209,(X),(X)
1400000US36047021500,"Census Tract 215, Kings County, New York",5544,540,(X),(X),2625,374,(X),(X)
1400000US36047021600,"Census Tract 216, Kings County, New York",4769,555,(X),(X),2565,317,(X),(X)
1400000US36047021700,"Census Tract 217, Kings County, New York",3962,342,(X),(X),1631,233,(X),(X)
1400000US36047021800,"Census Tract 218, Kings County, New York",3449,481,(X),(X),1647,280,(X),(X)
1400000US36047021900,"Census Tract 219, Kings County, New York",3568,342,(X),(X),1645,225,(X),(X)
1400000US36047022000,"Census Tract 220, Kings County, New York",4381,744,(X),(X),2353,478,(X),(X)
1400000US36047022100,"Census Tract 221, Kings County, New York",3991,416,(X),(X),1976,345,(X),(X)
1400000US36047022200,"Census Tract 222, Kings County, New York",3943,564,(X),(X),1928,363,(X),(X)
1400000US36047022400,"Census Tract 224, Kings County, New York",5792,679,(X),(X),3000,451,(X),(X)
1400000US36047022600,"Census Tract 226, Kings County, New York",2040,333,(X),(X),1139,217,(X),(X)
1400000US36047022700,"Census Tract 227, Kings County, New York",3654,381,(X),(X),1864,243,(X),(X)
1400000US36047022800,"Census Tract 228, Kings County, New York",3687,450,(X),(X),1767,232,(X),(X)
1400000US36047022900,"Census Tract 229, Kings County, New York",3841,343,(X),(X),1765,235,(X),(X)
1400000US36047023000,"Census Tract 230, Kings County, New York",4171,604,(X),(X),2075,324,(X),(X)
1400000US36047023100,"Census Tract 231, Kings County, New York",3607,332,(X),(X),1599,204,(X),(X)
1400000US36047023200,"Census Tract 232, Kings County, New York",5406,799,(X),(X),2751,478,(X),(X)
1400000US36047023300,"Census Tract 233, Kings County, New York",5252,478,(X),(X),2221,290,(X),(X)
1400000US36047023400,"Census Tract 234, Kings County, New York",4578,664,(X),(X),2113,313,(X),(X)
1400000US36047023500,"Census Tract 235, Kings County, New York",4316,516,(X),(X),1930,275,(X),(X)
1400000US36047023600,"Census Tract 236, Kings County, New York",6000,615,(X),(X),3161,406,(X),(X)
1400000US36047023800,"Census Tract 238, Kings County, New York",3857,752,(X),(X),2021,484,(X),(X)
1400000US36047024000,"Census Tract 240, Kings County, New York",4562,542,(X),(X),2036,303,(X),(X)
1400000US36047024100,"Census Tract 241, Kings County, New York",2707,359,(X),(X),1251,281,(X),(X)
1400000US36047024200,"Census Tract 242, Kings County, New York",2872,326,(X),(X),1489,195,(X),(X)
1400000US36047024300,"Census Tract 243, Kings County, New York",4165,451,(X),(X),1919,285,(X),(X)
1400000US36047024400,"Census Tract 244, Kings County, New York",3829,365,(X),(X),2098,268,(X),(X)
1400000US36047024500,"Census Tract 245, Kings County, New York",4534,515,(X),(X),2234,366,(X),(X)
1400000US36047024600,"Census Tract 246, Kings County, New York",2942,309,(X),(X),1491,177,(X),(X)
1400000US36047024700,"Census Tract 247, Kings County, New York",2561,279,(X),(X),1216,218,(X),(X)
1400000US36047024800,"Census Tract 248, Kings County, New York",2749,311,(X),(X),1366,205,(X),(X)
1400000US36047024900,"Census Tract 249, Kings County, New York",4306,472,(X),(X),2047,277,(X),(X)
1400000US36047025000,"Census Tract 250, Kings County, New York",1755,269,(X),(X),955,268,(X),(X)
1400000US36047025100,"Census Tract 251, Kings County, New York",3534,450,(X),(X),1457,271,(X),(X)
1400000US36047025200,"Census Tract 252, Kings County, New York",4921,463,(X),(X),2550,386,(X),(X)
1400000US36047025300,"Census Tract 253, Kings County, New York",3383,597,(X),(X),1700,308,(X),(X)
1400000US36047025400,"Census Tract 254, Kings County, New York",4083,430,(X),(X),1785,191,(X),(X)
1400000US36047025500,"Census Tract 255, Kings County, New York",5865,553,(X),(X),2353,350,(X),(X)
1400000US36047025600,"Census Tract 256, Kings County, New York",3008,392,(X),(X),1393,245,(X),(X)
1400000US36047025700,"Census Tract 257, Kings County, New York",2136,302,(X),(X),1159,194,(X),(X)
1400000US36047025800,"Census Tract 258, Kings County, New York",4486,488,(X),(X),2321,354,(X),(X)
1400000US36047025901,"Census Tract 259.01, Kings County, New York",2228,205,(X),(X),1172,149,(X),(X)
1400000US36047025902,"Census Tract 259.02, Kings County, New York",3558,291,(X),(X),1431,269,(X),(X)
1400000US36047026000,"Census Tract 260, Kings County, New York",3174,364,(X),(X),1510,211,(X),(X)
1400000US36047026100,"Census Tract 261, Kings County, New York",4781,606,(X),(X),2131,457,(X),(X)
1400000US36047026200,"Census Tract 262, Kings County, New York",2550,287,(X),(X),1290,168,(X),(X)
1400000US36047026300,"Census Tract 263, Kings County, New York",1844,239,(X),(X),823,138,(X),(X)
1400000US36047026400,"Census Tract 264, Kings County, New York",4776,488,(X),(X),2565,355,(X),(X)
1400000US36047026500,"Census Tract 265, Kings County, New York",3991,486,(X),(X),2070,302,(X),(X)
1400000US36047026600,"Census Tract 266, Kings County, New York",3501,402,(X),(X),1686,307,(X),(X)
1400000US36047026700,"Census Tract 267, Kings County, New York",4095,491,(X),(X),2063,285,(X),(X)
1400000US36047026800,"Census Tract 268, Kings County, New York",3842,433,(X),(X),1857,255,(X),(X)
1400000US36047026900,"Census Tract 269, Kings County, New York",3121,428,(X),(X),1322,226,(X),(X)
1400000US36047027000,"Census Tract 270, Kings County, New York",2158,248,(X),(X),1125,166,(X),(X)
1400000US36047027100,"Census Tract 271, Kings County, New York",2775,381,(X),(X),1459,274,(X),(X)
1400000US36047027200,"Census Tract 272, Kings County, New York",3738,426,(X),(X),1789,263,(X),(X)
1400000US36047027300,"Census Tract 273, Kings County, New York",3317,497,(X),(X),1556,345,(X),(X)
1400000US36047027400,"Census Tract 274, Kings County, New York",3271,391,(X),(X),1608,247,(X),(X)
1400000US36047027500,"Census Tract 275, Kings County, New York",4439,576,(X),(X),2089,360,(X),(X)
1400000US36047027600,"Census Tract 276, Kings County, New York",3804,708,(X),(X),1998,415,(X),(X)
1400000US36047027700,"Census Tract 277, Kings County, New York",4735,463,(X),(X),2097,301,(X),(X)
1400000US36047027800,"Census Tract 278, Kings County, New York",3285,409,(X),(X),1449,267,(X),(X)
1400000US36047027900,"Census Tract 279, Kings County, New York",3668,448,(X),(X),1905,306,(X),(X)
1400000US36047028000,"Census Tract 280, Kings County, New York",1805,188,(X),(X),977,129,(X),(X)
1400000US36047028100,"Census Tract 281, Kings County, New York",4649,480,(X),(X),1964,270,(X),(X)
1400000US36047028200,"Census Tract 282, Kings County, New York",3564,537,(X),(X),1675,249,(X),(X)
1400000US36047028300,"Census Tract 283, Kings County, New York",3988,570,(X),(X),2116,302,(X),(X)
1400000US36047028400,"Census Tract 284, Kings County, New York",3553,374,(X),(X),1885,313,(X),(X)
1400000US36047028501,"Census Tract 285.01, Kings County, New York",462,170,(X),(X),298,112,(X),(X)
1400000US36047028502,"Census Tract 285.02, Kings County, New York",3131,285,(X),(X),1231,256,(X),(X)
1400000US36047028600,"Census Tract 286, Kings County, New York",4956,443,(X),(X),2449,277,(X),(X)
1400000US36047028700,"Census Tract 287, Kings County, New York",3003,343,(X),(X),1426,293,(X),(X)
1400000US36047028800,"Census Tract 288, Kings County, New York",3566,504,(X),(X),1845,305,(X),(X)
1400000US36047028900,"Census Tract 289, Kings County, New York",3870,538,(X),(X),1914,404,(X),(X)
1400000US36047029000,"Census Tract 290, Kings County, New York",4118,498,(X),(X),1956,341,(X),(X)
1400000US36047029100,"Census Tract 291, Kings County, New York",2927,404,(X),(X),1384,276,(X),(X)
1400000US36047029200,"Census Tract 292, Kings County, New York",2787,267,(X),(X),1405,168,(X),(X)
1400000US36047029300,"Census Tract 293, Kings County, New York",3315,389,(X),(X),1451,266,(X),(X)
1400000US36047029400,"Census Tract 294, Kings County, New York",2588,359,(X),(X),1268,185,(X),(X)
1400000US36047029500,"Census Tract 295, Kings County, New York",4266,449,(X),(X),1947,318,(X),(X)
1400000US36047029600,"Census Tract 296, Kings County, New York",5898,732,(X),(X),2685,368,(X),(X)
1400000US36047029700,"Census Tract 297, Kings County, New York",4373,514,(X),(X),2164,328,(X),(X)
1400000US36047029800,"Census Tract 298, Kings County, New York",3707,406,(X),(X),1834,224,(X),(X)
1400000US36047029900,"Census Tract 299, Kings County, New York",2968,358,(X),(X),1395,216,(X),(X)
1400000US36047030000,"Census Tract 300, Kings County, New York",4196,488,(X),(X),2059,255,(X),(X)
1400000US36047030100,"Census Tract 301, Kings County, New York",2924,375,(X),(X),1329,209,(X),(X)
1400000US36047030200,"Census Tract 302, Kings County, New York",4608,351,(X),(X),2187,234,(X),(X)
1400000US36047030300,"Census Tract 303, Kings County, New York",4795,496,(X),(X),1955,321,(X),(X)
1400000US36047030400,"Census Tract 304, Kings County, New York",4106,345,(X),(X),1845,218,(X),(X)
1400000US36047030500,"Census Tract 305, Kings County, New York",6350,456,(X),(X),2945,386,(X),(X)
1400000US36047030600,"Census Tract 306, Kings County, New York",1702,188,(X),(X),810,107,(X),(X)
1400000US36047030700,"Census Tract 307, Kings County, New York",5544,670,(X),(X),2463,462,(X),(X)
1400000US36047030800,"Census Tract 308, Kings County, New York",1988,273,(X),(X),1056,145,(X),(X)
1400000US36047030900,"Census Tract 309, Kings County, New York",2126,263,(X),(X),983,160,(X),(X)
1400000US36047031100,"Census Tract 311, Kings County, New York",2998,376,(X),(X),1407,278,(X),(X)
1400000US36047031300,"Census Tract 313, Kings County, New York",4675,564,(X),(X),2308,500,(X),(X)
1400000US36047031400,"Census Tract 314, Kings County, New York",5138,495,(X),(X),2337,339,(X),(X)
1400000US36047031500,"Census Tract 315, Kings County, New York",4787,511,(X),(X),2536,358,(X),(X)
1400000US36047031701,"Census Tract 317.01, Kings County, New York",3401,421,(X),(X),1500,277,(X),(X)
1400000US36047031702,"Census Tract 317.02, Kings County, New York",3589,397,(X),(X),1658,223,(X),(X)
1400000US36047031900,"Census Tract 319, Kings County, New York",3128,476,(X),(X),1445,276,(X),(X)
1400000US36047032100,"Census Tract 321, Kings County, New York",5582,762,(X),(X),2649,573,(X),(X)
1400000US36047032300,"Census Tract 323, Kings County, New York",3641,308,(X),(X),1517,205,(X),(X)
