GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C02_001E,S0101_C02_001M,S0101_C03_001E,S0101_C03_001M,S0101_C04_001E,S0101_C04_001M
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Percent!!Total population,Margin of Error!!Percent MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population
1400000US36061019702,"Census Tract 197.02, New York County, New York",2602,263,(X),(X),1342,241,(X),(X)
1400000US36061019800,"Census Tract 198, New York County, New York",2852,285,(X),(X),1405,228,(X),(X)
1400000US36061019900,"Census Tract 199, New York County, New York",8724,620,(X),(X),3841,404,(X),(X)
1400000US36061020000,"Census Tract 200, New York County, New York",3656,536,(X),(X),1635,279,(X),(X)
1400000US36061020101,"Census Tract 201.01, New York County, New York",1803,164,(X),(X),872,138,(X),(X)
1400000US36061020102,"Census Tract 201.02, New York County, New York",4441,408,(X),(X),1925,223,(X),(X)
1400000US36061020300,"Census Tract 203, New York County, New York",3423,404,(X),(X),1539,244,(X),(X)
1400000US36061020500,"Census Tract 205, New York County, New York",4950,402,(X),(X),1589,200,(X),(X)
1400000US36061020600,"Census Tract 206, New York County, New York",3664,347,(X),(X),1870,295,(X),(X)
1400000US36061020701,"Census Tract 207.01, New York County, New York",3036,263,(X),(X),1307,185,(X),(X)
1400000US36061020800,"Census Tract 208, New York County, New York",5580,652,(X),(X),2892,423,(X),(X)
1400000US36061020901,"Census Tract 209.01, New York County, New York",3510,357,(X),(X),1643,278,(X),(X)
1400000US36061021000,"Census Tract 210, New York County, New York",7581,646,(X),(X),2856,421,(X),(X)
1400000US36061021100,"Census Tract 211, New York County, New York",10240,951,(X),(X),5011,602,(X),(X)
1400000US36061021200,"Census Tract 212, New York County, New York",4324,391,(X),(X),1722,281,(X),(X)
1400000US36061021303,"Census Tract 213.03, New York County, New York",6001,663,(X),(X),3081,605,(X),(X)
1400000US36061021400,"Census Tract 214, New York County, New York",3596,314,(X),(X),1749,247,(X),(X)
1400000US36061021500,"Census Tract 215, New York County, New York",4469,415,(X),(X),1959,211,(X),(X)
1400000US36061021600,"Census Tract 216, New York County, New York",8503,735,(X),(X),4063,427,(X),(X)
1400000US36061021703,"Census Tract 217.03, New York County, New York",8,12,(X),(X),0,12,(X),(X)
1400000US36061021800,"Census Tract 218, New York County, New York",6865,767,(X),(X),3153,491,(X),(X)
1400000US36061021900,"Census Tract 219, New York County, New York",6220,675,(X),(X),2635,525,(X),(X)
1400000US36061022000,"Census Tract 220, New York County, New York",6026,609,(X),(X),3240,445,(X),(X)
1400000US36061022102,"Census Tract 221.02, New York County, New York",2559,423,(X),(X),1333,335,(X),(X)
1400000US36061022200,"Census Tract 222, New York County, New York",3450,289,(X),(X),1666,234,(X),(X)
1400000US36061022301,"Census Tract 223.01, New York County, New York",8037,739,(X),(X),3846,620,(X),(X)
1400000US36061022302,"Census Tract 223.02, New York County, New York",3407,308,(X),(X),1414,224,(X),(X)
1400000US36061022400,"Census Tract 224, New York County, New York",7661,663,(X),(X),3233,571,(X),(X)
1400000US36061022500,"Census Tract 225, New York County, New York",10495,1068,(X),(X),5256,678,(X),(X)
1400000US36061022600,"Census Tract 226, New York County, New York",4816,460,(X),(X),2552,276,(X),(X)
1400000US36061022700,"Census Tract 227, New York County, New York",5201,549,(X),(X),2285,379,(X),(X)
1400000US36061022800,"Census Tract 228, New York County, New York",5772,639,(X),(X),2433,435,(X),(X)
1400000US36061022900,"Census Tract 229, New York County, New York",9021,872,(X),(X),4678,640,(X),(X)
1400000US36061023000,"Census Tract 230, New York County, New York",8385,828,(X),(X),3855,589,(X),(X)
1400000US36061023100,"Census Tract 231, New York County, New York",6901,709,(X),(X),3288,574,(X),(X)
1400000US36061023200,"Census Tract 232, New York County, New York",9161,1080,(X),(X),3904,627,(X),(X)
1400000US36061023300,"Census Tract 233, New York County, New York",7014,875,(X),(X),3954,571,(X),(X)
1400000US36061023400,"Census Tract 234, New York County, New York",5058,625,(X),(X),2357,433,(X),(X)
1400000US36061023501,"Census Tract 235.01, New York County, New York",6776,741,(X),(X),3479,560,(X),(X)
1400000US36061023502,"Census Tract 235.02, New York County, New York",1986,212,(X),(X),1115,173,(X),(X)
1400000US36061023600,"Census Tract 236, New York County, New York",7530,927,(X),(X),2659,580,(X),(X)
1400000US36061023700,"Census Tract 237, New York County, New York",7292,611,(X),(X),3923,545,(X),(X)
1400000US36061023801,"Census Tract 238.01, New York County, New York",8533,760,(X),(X),3783,473,(X),(X)
1400000US36061023802,"Census Tract 238.02, New York County, New York",3149,328,(X),(X),1715,232,(X),(X)
1400000US36061023900,"Census Tract 239, New York County, New York",3190,397,(X),(X),1477,357,(X),(X)
1400000US36061024000,"Census Tract 240, New York County, New York",1862,418,(X),(X),1724,374,(X),(X)
1400000US36061024100,"Census Tract 241, New York County, New York",8229,852,(X),(X),3959,705,(X),(X)
1400000US36061024200,"Census Tract 242, New York County, New York",4658,490,(X),(X),2143,357,(X),(X)
1400000US36061024301,"Census Tract 243.01, New York County, New York",4962,569,(X),(X),2647,389,(X),(X)
1400000US36061024302,"Census Tract 243.02, New York County, New York",7783,743,(X),(X),2961,472,(X),(X)
1400000US36061024500,"Census Tract 245, New York County, New York",15456,1506,(X),(X),8081,1065,(X),(X)
1400000US36061024700,"Census Tract 247, New York County, New York",7680,669,(X),(X),3744,622,(X),(X)
1400000US36061024900,"Census Tract 249, New York County, New York",1083,145,(X),(X),526,111,(X),(X)
1400000US36061025100,"Census Tract 251, New York County, New York",2735,236,(X),(X),1497,182,(X),(X)
1400000US36061025300,"Census Tract 253, New York County, New York",13389,1663,(X),(X),6902,1108,(X),(X)
1400000US36061025500,"Census Tract 255, New York County, New York",6086,560,(X),(X),2749,492,(X),(X)
1400000US36061025700,"Census Tract 257, New York County, New York",4637,395,(X),(X),2210,247,(X),(X)
1400000US36061025900,"Census Tract 259, New York County, New York",3773,302,(X),(X),1869,294,(X),(X)
1400000US36061026100,"Census Tract 261, New York County, New York",13220,1311,(X),(X),6403,778,(X),(X)
1400000US36061026300,"Census Tract 263, New York County, New York",9487,889,(X),(X),4548,709,(X),(X)
1400000US36061026500,"Census Tract 265, New York County, New York",8146,755,(X),(X),4059,533,(X),(X)
1400000US36061026700,"Census Tract 267, New York County, New York",2056,202,(X),(X),1201,132,(X),(X)
1400000US36061026900,"Census Tract 269, New York County, New York",9073,927,(X),(X),5094,697,(X),(X)
1400000US36061027100,"Census Tract 271, New York County, New York",9609,664,(X),(X),4961,623,(X),(X)
1400000US36061027300,"Census Tract 273, New York County, New York",7070,778,(X),(X),3462,641,(X),(X)
1400000US36061027500,"Census Tract 275, New York County, New York",3475,287,(X),(X),1622,195,(X),(X)
1400000US36061027700,"Census Tract 277, New York County, New York",6800,716,(X),(X),2915,541,(X),(X)
1400000US36061027900,"Census Tract 279, New York County, New York",11803,1195,(X),(X),5342,696,(X),(X)
1400000US36061028100,"Census Tract 281, New York County, New York",3298,218,(X),(X),1590,188,(X),(X)
1400000US36061028300,"Census Tract 283, New York County, New York",7781,641,(X),(X),3623,499,(X),(X)
1400000US36061028500,"Census Tract 285, New York County, New York",7997,766,(X),(X),3932,538,(X),(X)
1400000US36061028700,"Census Tract 287, New York County, New York",4090,340,(X),(X),1952,259,(X),(X)
1400000US36061029100,"Census Tract 291, New York County, New York",12654,1118,(X),(X),5752,719,(X),(X)
1400000US36061029300,"Census Tract 293, New York County, New York",8869,831,(X),(X),3749,424,(X),(X)
1400000US36061029500,"Census Tract 295, New York County, New York",8298,737,(X),(X),4341,593,(X),(X)
1400000US36061029700,"Census Tract 297, New York County, New York",20,18,(X),(X),18,17,(X),(X)
1400000US36061029900,"Census Tract 299, New York County, New York",4072,431,(X),(X),1906,297,(X),(X)
1400000US36061030300,"Census Tract 303, New York County, New York",4581,419,(X),(X),2447,239,(X),(X)
1400000US36061030700,"Census Tract 307, New York County, New York",3785,354,(X),(X),1845,186,(X),(X)
1400000US36061030900,"Census Tract 309, New York County, New York",10663,871,(X),(X),4913,688,(X),(X)
1400000US36061031100,"Census Tract 311, New York County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36061031703,"Census Tract 317.03, New York County, New York",5593,597,(X),(X),2707,324,(X),(X)
1400000US36061031704,"Census Tract 317.04, New York County, New York",9989,750,(X),(X),4781,494,(X),(X)
1400000US36061031900,"Census Tract 319, New York County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36063020100,"Census Tract 201, Niagara County, New York",3330,355,(X),(X),1655,228,(X),(X)
1400000US36063020200,"Census Tract 202, Niagara County, New York",2587,267,(X),(X),953,148,(X),(X)
1400000US36063020300,"Census Tract 203, Niagara County, New York",2305,160,(X),(X),928,157,(X),(X)
1400000US36063020400,"Census Tract 204, Niagara County, New York",1731,236,(X),(X),745,163,(X),(X)
1400000US36063020500,"Census Tract 205, Niagara County, New York",1914,308,(X),(X),957,169,(X),(X)
1400000US36063020600,"Census Tract 206, Niagara County, New York",1246,196,(X),(X),583,97,(X),(X)
1400000US36063020700,"Census Tract 207, Niagara County, New York",2612,267,(X),(X),1091,163,(X),(X)
1400000US36063020900,"Census Tract 209, Niagara County, New York",2441,324,(X),(X),1154,244,(X),(X)
1400000US36063021000,"Census Tract 210, Niagara County, New York",2909,325,(X),(X),1311,155,(X),(X)
1400000US36063021100,"Census Tract 211, Niagara County, New York",1356,266,(X),(X),651,136,(X),(X)
1400000US36063021200,"Census Tract 212, Niagara County, New York",2223,322,(X),(X),954,182,(X),(X)
1400000US36063021300,"Census Tract 213, Niagara County, New York",2046,245,(X),(X),1051,166,(X),(X)
1400000US36063021400,"Census Tract 214, Niagara County, New York",2265,225,(X),(X),1065,116,(X),(X)
1400000US36063021700,"Census Tract 217, Niagara County, New York",3476,490,(X),(X),1674,274,(X),(X)
1400000US36063022000,"Census Tract 220, Niagara County, New York",3367,207,(X),(X),1613,168,(X),(X)
1400000US36063022100,"Census Tract 221, Niagara County, New York",2264,227,(X),(X),1043,147,(X),(X)
1400000US36063022200,"Census Tract 222, Niagara County, New York",3524,245,(X),(X),1715,157,(X),(X)
1400000US36063022300,"Census Tract 223, Niagara County, New York",2482,169,(X),(X),1289,131,(X),(X)
1400000US36063022401,"Census Tract 224.01, Niagara County, New York",1991,125,(X),(X),1030,85,(X),(X)
1400000US36063022500,"Census Tract 225, Niagara County, New York",2592,216,(X),(X),1281,177,(X),(X)
1400000US36063022601,"Census Tract 226.01, Niagara County, New York",2493,160,(X),(X),1120,99,(X),(X)
1400000US36063022602,"Census Tract 226.02, Niagara County, New York",5591,159,(X),(X),2739,221,(X),(X)
1400000US36063022702,"Census Tract 227.02, Niagara County, New York",6642,22,(X),(X),3459,208,(X),(X)
1400000US36063022711,"Census Tract 227.11, Niagara County, New York",10269,349,(X),(X),5204,264,(X),(X)
1400000US36063022712,"Census Tract 227.12, Niagara County, New York",7910,351,(X),(X),3680,337,(X),(X)
1400000US36063022803,"Census Tract 228.03, Niagara County, New York",3558,176,(X),(X),1828,135,(X),(X)
1400000US36063022804,"Census Tract 228.04, Niagara County, New York",3341,194,(X),(X),1575,154,(X),(X)
1400000US36063022901,"Census Tract 229.01, Niagara County, New York",2202,265,(X),(X),1163,182,(X),(X)
1400000US36063022902,"Census Tract 229.02, Niagara County, New York",3058,204,(X),(X),1578,144,(X),(X)
1400000US36063023001,"Census Tract 230.01, Niagara County, New York",2135,356,(X),(X),1040,210,(X),(X)
1400000US36063023100,"Census Tract 231, Niagara County, New York",2283,298,(X),(X),1220,190,(X),(X)
1400000US36063023200,"Census Tract 232, Niagara County, New York",2805,271,(X),(X),1484,180,(X),(X)
1400000US36063023300,"Census Tract 233, Niagara County, New York",6722,469,(X),(X),3384,288,(X),(X)
1400000US36063023401,"Census Tract 234.01, Niagara County, New York",7222,339,(X),(X),3813,249,(X),(X)
1400000US36063023402,"Census Tract 234.02, Niagara County, New York",4358,240,(X),(X),2024,192,(X),(X)
1400000US36063023404,"Census Tract 234.04, Niagara County, New York",5212,384,(X),(X),2625,284,(X),(X)
1400000US36063023405,"Census Tract 234.05, Niagara County, New York",3357,240,(X),(X),1622,179,(X),(X)
1400000US36063023500,"Census Tract 235, Niagara County, New York",2794,242,(X),(X),1223,147,(X),(X)
1400000US36063023600,"Census Tract 236, Niagara County, New York",3811,286,(X),(X),1883,195,(X),(X)
1400000US36063023700,"Census Tract 237, Niagara County, New York",1706,240,(X),(X),981,141,(X),(X)
1400000US36063023800,"Census Tract 238, Niagara County, New York",3117,325,(X),(X),1599,205,(X),(X)
1400000US36063023901,"Census Tract 239.01, Niagara County, New York",4093,308,(X),(X),1943,193,(X),(X)
1400000US36063023902,"Census Tract 239.02, Niagara County, New York",5059,433,(X),(X),2348,287,(X),(X)
1400000US36063024001,"Census Tract 240.01, Niagara County, New York",5917,140,(X),(X),2684,222,(X),(X)
1400000US36063024002,"Census Tract 240.02, Niagara County, New York",1783,143,(X),(X),794,82,(X),(X)
1400000US36063024101,"Census Tract 241.01, Niagara County, New York",3855,54,(X),(X),1861,133,(X),(X)
1400000US36063024102,"Census Tract 241.02, Niagara County, New York",2667,120,(X),(X),1371,78,(X),(X)
1400000US36063024201,"Census Tract 242.01, Niagara County, New York",6778,212,(X),(X),3336,215,(X),(X)
1400000US36063024202,"Census Tract 242.02, Niagara County, New York",2622,215,(X),(X),1261,149,(X),(X)
1400000US36063024301,"Census Tract 243.01, Niagara County, New York",1099,120,(X),(X),511,70,(X),(X)
1400000US36063024302,"Census Tract 243.02, Niagara County, New York",4741,120,(X),(X),2318,162,(X),(X)
1400000US36063024303,"Census Tract 243.03, Niagara County, New York",5777,18,(X),(X),2986,214,(X),(X)
1400000US36063024401,"Census Tract 244.01, Niagara County, New York",2592,27,(X),(X),1126,137,(X),(X)
1400000US36063024404,"Census Tract 244.04, Niagara County, New York",4829,274,(X),(X),2225,172,(X),(X)
1400000US36063024405,"Census Tract 244.05, Niagara County, New York",5097,284,(X),(X),2607,240,(X),(X)
1400000US36063024406,"Census Tract 244.06, Niagara County, New York",3379,245,(X),(X),1624,166,(X),(X)
1400000US36063024501,"Census Tract 245.01, Niagara County, New York",2930,153,(X),(X),1447,105,(X),(X)
1400000US36063024502,"Census Tract 245.02, Niagara County, New York",3669,150,(X),(X),1939,137,(X),(X)
1400000US36063024600,"Census Tract 246, Niagara County, New York",4492,269,(X),(X),2219,185,(X),(X)
1400000US36063940001,"Census Tract 9400.01, Niagara County, New York",1078,123,(X),(X),540,79,(X),(X)
1400000US36063940100,"Census Tract 9401, Niagara County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36063990000,"Census Tract 9900, Niagara County, New York",0,12,(X),(X),0,12,(X),(X)
1400000US36065020102,"Census Tract 201.02, Oneida County, New York",1336,252,(X),(X),720,160,(X),(X)
