GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C03_001E,S0101_C03_001M,CALC_MALE,S0101_C04_001M,CALC_50_UP,PERC_50_UP
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population,Estimate!!Total!!Total population!!AGE!!50 and over,Estimate!!Total!!Total population!!AGE!!50 and over
1400000US36047025000,"Census Tract 250, Kings County, New York",1755,269,955,268,54.4160,(X),720,41.0256
1400000US36047025100,"Census Tract 251, Kings County, New York",3534,450,1457,271,41.2281,(X),968,27.3911
1400000US36047025200,"Census Tract 252, Kings County, New York",4921,463,2550,386,51.8187,(X),1389,28.2260
1400000US36047025300,"Census Tract 253, Kings County, New York",3383,597,1700,308,50.2513,(X),879,25.9829
1400000US36047025400,"Census Tract 254, Kings County, New York",4083,430,1785,191,43.7179,(X),1406,34.4355
1400000US36047025500,"Census Tract 255, Kings County, New York",5865,553,2353,350,40.1194,(X),1515,25.8312
1400000US36047025600,"Census Tract 256, Kings County, New York",3008,392,1393,245,46.3098,(X),1014,33.7101
1400000US36047025700,"Census Tract 257, Kings County, New York",2136,302,1159,194,54.2603,(X),401,18.7734
1400000US36047025800,"Census Tract 258, Kings County, New York",4486,488,2321,354,51.7387,(X),1498,33.3928
1400000US36047025901,"Census Tract 259.01, Kings County, New York",2228,205,1172,149,52.6032,(X),352,15.7989
1400000US36047025902,"Census Tract 259.02, Kings County, New York",3558,291,1431,269,40.2192,(X),953,26.7847
1400000US36047026000,"Census Tract 260, Kings County, New York",3174,364,1510,211,47.5740,(X),1461,46.0302
1400000US36047026100,"Census Tract 261, Kings County, New York",4781,606,2131,457,44.5723,(X),934,19.5357
1400000US36047026200,"Census Tract 262, Kings County, New York",2550,287,1290,168,50.5882,(X),955,37.4510
1400000US36047026300,"Census Tract 263, Kings County, New York",1844,239,823,138,44.6312,(X),471,25.5423
1400000US36047026400,"Census Tract 264, Kings County, New York",4776,488,2565,355,53.7060,(X),1350,28.2663
1400000US36047026500,"Census Tract 265, Kings County, New York",3991,486,2070,302,51.8667,(X),1025,25.6828
1400000US36047026600,"Census Tract 266, Kings County, New York",3501,402,1686,307,48.1577,(X),1236,35.3042
1400000US36047026700,"Census Tract 267, Kings County, New York",4095,491,2063,285,50.3785,(X),1417,34.6032
1400000US36047026800,"Census Tract 268, Kings County, New York",3842,433,1857,255,48.3342,(X),1428,37.1681
1400000US36047026900,"Census Tract 269, Kings County, New York",3121,428,1322,226,42.3582,(X),1020,32.6818
1400000US36047027000,"Census Tract 270, Kings County, New York",2158,248,1125,166,52.1316,(X),788,36.5153
1400000US36047027100,"Census Tract 271, Kings County, New York",2775,381,1459,274,52.5766,(X),782,28.1802
1400000US36047027200,"Census Tract 272, Kings County, New York",3738,426,1789,263,47.8598,(X),1022,27.3408
1400000US36047027300,"Census Tract 273, Kings County, New York",3317,497,1556,345,46.9099,(X),1145,34.5191
1400000US36047027400,"Census Tract 274, Kings County, New York",3271,391,1608,247,49.1593,(X),1127,34.4543
1400000US36047027500,"Census Tract 275, Kings County, New York",4439,576,2089,360,47.0601,(X),1146,25.8166
1400000US36047027600,"Census Tract 276, Kings County, New York",3804,708,1998,415,52.5237,(X),978,25.7098
1400000US36047027700,"Census Tract 277, Kings County, New York",4735,463,2097,301,44.2872,(X),1395,29.4615
1400000US36047027800,"Census Tract 278, Kings County, New York",3285,409,1449,267,44.1096,(X),1313,39.9696
1400000US36047027900,"Census Tract 279, Kings County, New York",3668,448,1905,306,51.9357,(X),1035,28.2170
1400000US36047028000,"Census Tract 280, Kings County, New York",1805,188,977,129,54.1274,(X),570,31.5789
1400000US36047028100,"Census Tract 281, Kings County, New York",4649,480,1964,270,42.2456,(X),1016,21.8542
1400000US36047028200,"Census Tract 282, Kings County, New York",3564,537,1675,249,46.9978,(X),1353,37.9630
1400000US36047028300,"Census Tract 283, Kings County, New York",3988,570,2116,302,53.0592,(X),1162,29.1374
1400000US36047028400,"Census Tract 284, Kings County, New York",3553,374,1885,313,53.0538,(X),1125,31.6634
1400000US36047028501,"Census Tract 285.01, Kings County, New York",462,170,298,112,64.5022,(X),82,17.7489
1400000US36047028502,"Census Tract 285.02, Kings County, New York",3131,285,1231,256,39.3165,(X),1040,33.2162
1400000US36047028600,"Census Tract 286, Kings County, New York",4956,443,2449,277,49.4149,(X),1658,33.4544
1400000US36047028700,"Census Tract 287, Kings County, New York",3003,343,1426,293,47.4858,(X),1231,40.9923
1400000US36047028800,"Census Tract 288, Kings County, New York",3566,504,1845,305,51.7386,(X),1165,32.6697
1400000US36047028900,"Census Tract 289, Kings County, New York",3870,538,1914,404,49.4574,(X),1130,29.1990
1400000US36047029000,"Census Tract 290, Kings County, New York",4118,498,1956,341,47.4988,(X),1732,42.0593
1400000US36047029100,"Census Tract 291, Kings County, New York",2927,404,1384,276,47.2839,(X),1035,35.3604
1400000US36047029200,"Census Tract 292, Kings County, New York",2787,267,1405,168,50.4126,(X),713,25.5831
1400000US36047029300,"Census Tract 293, Kings County, New York",3315,389,1451,266,43.7707,(X),1157,34.9020
1400000US36047029400,"Census Tract 294, Kings County, New York",2588,359,1268,185,48.9954,(X),1268,48.9954
1400000US36047029500,"Census Tract 295, Kings County, New York",4266,449,1947,318,45.6399,(X),1179,27.6371
1400000US36047029600,"Census Tract 296, Kings County, New York",5898,732,2685,368,45.5239,(X),2158,36.5887
1400000US36047029700,"Census Tract 297, Kings County, New York",4373,514,2164,328,49.4855,(X),1293,29.5678
1400000US36047029800,"Census Tract 298, Kings County, New York",3707,406,1834,224,49.4740,(X),1254,33.8279
1400000US36047029900,"Census Tract 299, Kings County, New York",2968,358,1395,216,47.0013,(X),865,29.1442
1400000US36047030000,"Census Tract 300, Kings County, New York",4196,488,2059,255,49.0705,(X),1637,39.0133
1400000US36047030100,"Census Tract 301, Kings County, New York",2924,375,1329,209,45.4514,(X),1085,37.1067
1400000US36047030200,"Census Tract 302, Kings County, New York",4608,351,2187,234,47.4609,(X),1707,37.0443
1400000US36047030300,"Census Tract 303, Kings County, New York",4795,496,1955,321,40.7716,(X),1364,28.4463
1400000US36047030400,"Census Tract 304, Kings County, New York",4106,345,1845,218,44.9342,(X),1629,39.6736
1400000US36047030500,"Census Tract 305, Kings County, New York",6350,456,2945,386,46.3780,(X),1347,21.2126
1400000US36047030600,"Census Tract 306, Kings County, New York",1702,188,810,107,47.5911,(X),705,41.4219
1400000US36047030700,"Census Tract 307, Kings County, New York",5544,670,2463,462,44.4264,(X),1199,21.6270
1400000US36047030800,"Census Tract 308, Kings County, New York",1988,273,1056,145,53.1187,(X),980,49.2958
1400000US36047030900,"Census Tract 309, Kings County, New York",2126,263,983,160,46.2371,(X),543,25.5409
1400000US36047031100,"Census Tract 311, Kings County, New York",2998,376,1407,278,46.9313,(X),676,22.5484
1400000US36047031300,"Census Tract 313, Kings County, New York",4675,564,2308,500,49.3690,(X),1636,34.9947
1400000US36047031400,"Census Tract 314, Kings County, New York",5138,495,2337,339,45.4846,(X),2263,44.0444
1400000US36047031500,"Census Tract 315, Kings County, New York",4787,511,2536,358,52.9768,(X),1483,30.9797
1400000US36047031701,"Census Tract 317.01, Kings County, New York",3401,421,1500,277,44.1047,(X),811,23.8459
1400000US36047031702,"Census Tract 317.02, Kings County, New York",3589,397,1658,223,46.1967,(X),817,22.7640
1400000US36047031900,"Census Tract 319, Kings County, New York",3128,476,1445,276,46.1957,(X),816,26.0870
1400000US36047032100,"Census Tract 321, Kings County, New York",5582,762,2649,573,47.4561,(X),1449,25.9584
1400000US36047032300,"Census Tract 323, Kings County, New York",3641,308,1517,205,41.6644,(X),1133,31.1178
1400000US36047032500,"Census Tract 325, Kings County, New York",6685,558,3108,424,46.4921,(X),2027,30.3216
1400000US36047032600,"Census Tract 326, Kings County, New York",7507,725,3031,591,40.3756,(X),1939,25.8292
1400000US36047032700,"Census Tract 327, Kings County, New York",2465,350,1087,280,44.0974,(X),935,37.9310
1400000US36047032800,"Census Tract 328, Kings County, New York",2593,232,1198,173,46.2013,(X),1095,42.2291
1400000US36047032900,"Census Tract 329, Kings County, New York",6224,568,2765,427,44.4248,(X),1907,30.6395
1400000US36047033000,"Census Tract 330, Kings County, New York",5267,528,2586,306,49.0982,(X),1642,31.1752
1400000US36047033100,"Census Tract 331, Kings County, New York",4064,400,2091,263,51.4518,(X),1546,38.0413
1400000US36047033300,"Census Tract 333, Kings County, New York",4609,591,2117,313,45.9319,(X),1125,24.4088
1400000US36047033500,"Census Tract 335, Kings County, New York",3089,413,1607,236,52.0233,(X),841,27.2256
1400000US36047033600,"Census Tract 336, Kings County, New York",4479,529,2181,294,48.6939,(X),1716,38.3121
1400000US36047033700,"Census Tract 337, Kings County, New York",3920,407,1740,248,44.3878,(X),1236,31.5306
1400000US36047033900,"Census Tract 339, Kings County, New York",4711,441,2410,358,51.1569,(X),1572,33.3687
1400000US36047034000,"Census Tract 340, Kings County, New York",2210,246,1040,153,47.0588,(X),1389,62.8507
1400000US36047034100,"Census Tract 341, Kings County, New York",2937,355,1442,277,49.0977,(X),1110,37.7937
1400000US36047034200,"Census Tract 342, Kings County, New York",6270,656,2408,341,38.4051,(X),2849,45.4386
1400000US36047034300,"Census Tract 343, Kings County, New York",5235,450,1945,290,37.1538,(X),1618,30.9074
1400000US36047034500,"Census Tract 345, Kings County, New York",3085,427,1488,321,48.2334,(X),828,26.8395
1400000US36047034700,"Census Tract 347, Kings County, New York",3740,608,1729,351,46.2299,(X),1041,27.8342
1400000US36047034800,"Census Tract 348, Kings County, New York",2819,428,1550,298,54.9840,(X),515,18.2689
1400000US36047034900,"Census Tract 349, Kings County, New York",6113,532,2699,314,44.1518,(X),1765,28.8729
1400000US36047035000,"Census Tract 350, Kings County, New York",3017,267,1231,207,40.8021,(X),1992,66.0259
1400000US36047035100,"Census Tract 351, Kings County, New York",4295,490,1744,343,40.6054,(X),1483,34.5285
1400000US36047035200,"Census Tract 352, Kings County, New York",1114,226,467,143,41.9210,(X),1018,91.3824
1400000US36047035300,"Census Tract 353, Kings County, New York",5091,519,2247,336,44.1367,(X),1533,30.1120
1400000US36047035400,"Census Tract 354, Kings County, New York",5503,464,2455,360,44.6120,(X),3143,57.1143
1400000US36047035500,"Census Tract 355, Kings County, New York",5374,537,2525,411,46.9855,(X),1395,25.9583
1400000US36047035601,"Census Tract 356.01, Kings County, New York",3035,286,1465,222,48.2702,(X),1764,58.1219
1400000US36047035602,"Census Tract 356.02, Kings County, New York",5219,360,2463,290,47.1929,(X),3028,58.0188
1400000US36047035700,"Census Tract 357, Kings County, New York",2440,209,999,159,40.9426,(X),634,25.9836
1400000US36047035900,"Census Tract 359, Kings County, New York",5410,595,2241,370,41.4233,(X),1505,27.8189
1400000US36047036001,"Census Tract 360.01, Kings County, New York",3152,221,1397,190,44.3211,(X),1986,63.0076
1400000US36047036002,"Census Tract 360.02, Kings County, New York",4341,534,1789,372,41.2117,(X),2541,58.5349
1400000US36047036100,"Census Tract 361, Kings County, New York",2830,356,1514,279,53.4982,(X),1208,42.6855
1400000US36047036200,"Census Tract 362, Kings County, New York",3290,482,1615,250,49.0881,(X),1095,33.2827
1400000US36047036300,"Census Tract 363, Kings County, New York",4716,501,2199,321,46.6285,(X),1523,32.2943
1400000US36047036400,"Census Tract 364, Kings County, New York",2377,294,1182,187,49.7265,(X),867,36.4745
1400000US36047036501,"Census Tract 365.01, Kings County, New York",3254,456,1530,253,47.0191,(X),989,30.3934
1400000US36047036502,"Census Tract 365.02, Kings County, New York",1288,234,604,195,46.8944,(X),228,17.7019
1400000US36047036600,"Census Tract 366, Kings County, New York",4695,552,2256,310,48.0511,(X),1778,37.8701
1400000US36047036700,"Census Tract 367, Kings County, New York",1333,187,663,164,49.7374,(X),391,29.3323
1400000US36047036900,"Census Tract 369, Kings County, New York",5907,613,3223,455,54.5624,(X),1157,19.5869
1400000US36047037000,"Census Tract 370, Kings County, New York",4322,443,2054,273,47.5243,(X),1871,43.2901
1400000US36047037100,"Census Tract 371, Kings County, New York",4570,526,2208,309,48.3151,(X),1075,23.5230
1400000US36047037300,"Census Tract 373, Kings County, New York",4201,478,1812,392,43.1326,(X),1011,24.0657
1400000US36047037401,"Census Tract 374.01, Kings County, New York",4238,398,1984,296,46.8145,(X),1708,40.3020
1400000US36047037402,"Census Tract 374.02, Kings County, New York",5098,846,2684,459,52.6481,(X),1882,36.9164
1400000US36047037500,"Census Tract 375, Kings County, New York",3221,411,1587,256,49.2704,(X),766,23.7814
1400000US36047037700,"Census Tract 377, Kings County, New York",4482,414,2078,251,46.3632,(X),1490,33.2441
1400000US36047037900,"Census Tract 379, Kings County, New York",3878,352,1767,249,45.5647,(X),1221,31.4853
1400000US36047038100,"Census Tract 381, Kings County, New York",5342,390,2118,304,39.6481,(X),1338,25.0468
1400000US36047038200,"Census Tract 382, Kings County, New York",6188,716,2448,398,39.5604,(X),2286,36.9425
1400000US36047038300,"Census Tract 383, Kings County, New York",4592,515,1960,297,42.6829,(X),1339,29.1594
1400000US36047038500,"Census Tract 385, Kings County, New York",3788,571,1928,342,50.8976,(X),1127,29.7518
1400000US36047038600,"Census Tract 386, Kings County, New York",3498,448,1825,259,52.1727,(X),1262,36.0778
1400000US36047038700,"Census Tract 387, Kings County, New York",3991,513,1936,319,48.5091,(X),1065,26.6850
1400000US36047038800,"Census Tract 388, Kings County, New York",4040,367,1988,217,49.2079,(X),1209,29.9257
1400000US36047038900,"Census Tract 389, Kings County, New York",2994,385,1434,224,47.8958,(X),588,19.6393
1400000US36047039000,"Census Tract 390, Kings County, New York",2261,312,1222,206,54.0469,(X),693,30.6502
1400000US36047039100,"Census Tract 391, Kings County, New York",2782,411,1332,248,47.8792,(X),604,21.7110
1400000US36047039200,"Census Tract 392, Kings County, New York",3026,331,1321,167,43.6550,(X),870,28.7508
1400000US36047039300,"Census Tract 393, Kings County, New York",3790,485,2026,299,53.4565,(X),740,19.5251
1400000US36047039400,"Census Tract 394, Kings County, New York",2408,358,1186,216,49.2525,(X),716,29.7342
1400000US36047039500,"Census Tract 395, Kings County, New York",4076,624,2172,391,53.2875,(X),954,23.4053
1400000US36047039600,"Census Tract 396, Kings County, New York",2038,304,950,201,46.6143,(X),571,28.0177
1400000US36047039700,"Census Tract 397, Kings County, New York",3417,483,1548,318,45.3029,(X),909,26.6023
1400000US36047039800,"Census Tract 398, Kings County, New York",2737,260,1274,159,46.5473,(X),978,35.7326
1400000US36047039900,"Census Tract 399, Kings County, New York",3822,477,1784,318,46.6771,(X),1054,27.5772
1400000US36047040000,"Census Tract 400, Kings County, New York",3325,335,1679,264,50.4962,(X),1211,36.4211
1400000US36047040100,"Census Tract 401, Kings County, New York",3169,461,1570,265,49.5424,(X),899,28.3686
1400000US36047040200,"Census Tract 402, Kings County, New York",2857,280,1370,195,47.9524,(X),1151,40.2870
1400000US36047040300,"Census Tract 403, Kings County, New York",3687,446,1662,205,45.0773,(X),1079,29.2650
1400000US36047040400,"Census Tract 404, Kings County, New York",2391,213,1195,119,49.9791,(X),1018,42.5763
1400000US36047040500,"Census Tract 405, Kings County, New York",1670,249,877,167,52.5150,(X),310,18.5629
1400000US36047040600,"Census Tract 406, Kings County, New York",3816,382,1786,231,46.8029,(X),1319,34.5650
1400000US36047040700,"Census Tract 407, Kings County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36047040800,"Census Tract 408, Kings County, New York",3548,522,1849,309,52.1139,(X),1153,32.4972
1400000US36047040900,"Census Tract 409, Kings County, New York",3534,477,1723,298,48.7550,(X),755,21.3639
1400000US36047041000,"Census Tract 410, Kings County, New York",2096,230,1004,146,47.9008,(X),729,34.7805
1400000US36047041100,"Census Tract 411, Kings County, New York",3041,482,1543,330,50.7399,(X),1026,33.7389
1400000US36047041200,"Census Tract 412, Kings County, New York",3168,430,1671,283,52.7462,(X),1123,35.4482
1400000US36047041300,"Census Tract 413, Kings County, New York",3965,467,1854,301,46.7591,(X),962,24.2623
1400000US36047041401,"Census Tract 414.01, Kings County, New York",1612,345,815,197,50.5583,(X),475,29.4665
1400000US36047041402,"Census Tract 414.02, Kings County, New York",1763,247,900,138,51.0493,(X),721,40.8962
1400000US36047041500,"Census Tract 415, Kings County, New York",4192,540,1925,313,45.9208,(X),783,18.6784
1400000US36047041600,"Census Tract 416, Kings County, New York",2304,257,1179,146,51.1719,(X),711,30.8594
1400000US36047041700,"Census Tract 417, Kings County, New York",3101,349,1474,268,47.5331,(X),1136,36.6333
1400000US36047041800,"Census Tract 418, Kings County, New York",2622,309,1288,171,49.1228,(X),820,31.2738
1400000US36047041900,"Census Tract 419, Kings County, New York",3614,408,1583,225,43.8019,(X),925,25.5949
1400000US36047042000,"Census Tract 420, Kings County, New York",1640,189,837,115,51.0366,(X),565,34.4512
1400000US36047042100,"Census Tract 421, Kings County, New York",4226,670,2029,357,48.0123,(X),913,21.6044
1400000US36047042200,"Census Tract 422, Kings County, New York",3586,410,2018,280,56.2744,(X),1007,28.0814
1400000US36047042300,"Census Tract 423, Kings County, New York",4222,449,2109,313,49.9526,(X),820,19.4221
1400000US36047042400,"Census Tract 424, Kings County, New York",3641,464,1966,257,53.9962,(X),1168,32.0791
1400000US36047042500,"Census Tract 425, Kings County, New York",3104,324,1595,240,51.3853,(X),378,12.1778
1400000US36047042600,"Census Tract 426, Kings County, New York",4282,423,1867,185,43.6011,(X),1600,37.3657
1400000US36047042700,"Census Tract 427, Kings County, New York",5064,456,2532,317,50.0000,(X),664,13.1122
1400000US36047042800,"Census Tract 428, Kings County, New York",3879,393,1880,245,48.4661,(X),1626,41.9180
1400000US36047042900,"Census Tract 429, Kings County, New York",5326,494,2741,354,51.4645,(X),712,13.3684
1400000US36047043000,"Census Tract 430, Kings County, New York",3492,447,1715,297,49.1123,(X),1186,33.9633
1400000US36047043100,"Census Tract 431, Kings County, New York",4936,510,2610,301,52.8768,(X),678,13.7358
1400000US36047043200,"Census Tract 432, Kings County, New York",4323,405,2111,308,48.8318,(X),1587,36.7106
1400000US36047043300,"Census Tract 433, Kings County, New York",4014,496,1940,245,48.3308,(X),806,20.0797
1400000US36047043400,"Census Tract 434, Kings County, New York",3389,419,1664,262,49.1000,(X),1196,35.2906
1400000US36047043500,"Census Tract 435, Kings County, New York",4912,497,2557,370,52.0562,(X),1027,20.9080
1400000US36047043600,"Census Tract 436, Kings County, New York",4678,570,2259,344,48.2899,(X),1593,34.0530
1400000US36047043700,"Census Tract 437, Kings County, New York",5795,480,3067,404,52.9249,(X),1221,21.0699
1400000US36047043800,"Census Tract 438, Kings County, New York",2716,238,1260,149,46.3918,(X),836,30.7806
1400000US36047043900,"Census Tract 439, Kings County, New York",3706,431,1870,302,50.4587,(X),1066,28.7642
1400000US36047044000,"Census Tract 440, Kings County, New York",2862,332,1394,199,48.7072,(X),759,26.5199
1400000US36047044100,"Census Tract 441, Kings County, New York",5094,624,2394,388,46.9965,(X),1237,24.2835
1400000US36047044200,"Census Tract 442, Kings County, New York",2950,374,1388,210,47.0508,(X),826,28.0000
1400000US36047044300,"Census Tract 443, Kings County, New York",5014,451,2754,337,54.9262,(X),1230,24.5313
1400000US36047044400,"Census Tract 444, Kings County, New York",3310,441,1592,288,48.0967,(X),1141,34.4713
1400000US36047044500,"Census Tract 445, Kings County, New York",4796,473,2479,330,51.6889,(X),1121,23.3736
1400000US36047044600,"Census Tract 446, Kings County, New York",2171,300,1111,185,51.1746,(X),642,29.5716
1400000US36047044700,"Census Tract 447, Kings County, New York",2378,397,1027,193,43.1876,(X),371,15.6013
1400000US36047044800,"Census Tract 448, Kings County, New York",1965,353,967,212,49.2112,(X),661,33.6387
1400000US36047044900,"Census Tract 449, Kings County, New York",3237,627,1567,483,48.4090,(X),785,24.2508
1400000US36047045000,"Census Tract 450, Kings County, New York",537,173,263,101,48.9758,(X),138,25.6983
1400000US36047045200,"Census Tract 452, Kings County, New York",2658,303,1285,194,48.3446,(X),882,33.1828
1400000US36047045300,"Census Tract 453, Kings County, New York",2482,327,1494,284,60.1934,(X),419,16.8815
1400000US36047045400,"Census Tract 454, Kings County, New York",1645,239,869,144,52.8267,(X),642,39.0274
1400000US36047045600,"Census Tract 456, Kings County, New York",2376,298,1205,227,50.7155,(X),657,27.6515
1400000US36047045800,"Census Tract 458, Kings County, New York",1508,209,846,121,56.1008,(X),483,32.0292
1400000US36047046000,"Census Tract 460, Kings County, New York",3568,554,1737,254,48.6827,(X),1155,32.3711
1400000US36047046201,"Census Tract 462.01, Kings County, New York",2399,364,1060,191,44.1851,(X),983,40.9754
1400000US36047046202,"Census Tract 462.02, Kings County, New York",2041,316,972,191,47.6237,(X),596,29.2014
1400000US36047046400,"Census Tract 464, Kings County, New York",2768,394,1439,242,51.9870,(X),510,18.4249
1400000US36047046800,"Census Tract 468, Kings County, New York",2220,385,1123,196,50.5856,(X),350,15.7658
1400000US36047047000,"Census Tract 470, Kings County, New York",2708,334,1503,223,55.5022,(X),581,21.4549
1400000US36047047200,"Census Tract 472, Kings County, New York",2579,400,1243,215,48.1970,(X),604,23.4199
1400000US36047047400,"Census Tract 474, Kings County, New York",2513,317,1383,221,55.0338,(X),771,30.6805
1400000US36047047600,"Census Tract 476, Kings County, New York",3800,671,2032,444,53.4737,(X),1038,27.3158
1400000US36047047700,"Census Tract 477, Kings County, New York",3761,361,1804,224,47.9660,(X),525,13.9591
1400000US36047047800,"Census Tract 478, Kings County, New York",4538,701,2466,423,54.3411,(X),1155,25.4517
1400000US36047048000,"Census Tract 480, Kings County, New York",3883,513,1954,331,50.3219,(X),945,24.3369
1400000US36047048100,"Census Tract 481, Kings County, New York",3066,264,1392,220,45.4012,(X),613,19.9935
1400000US36047048200,"Census Tract 482, Kings County, New York",5314,468,2675,310,50.3387,(X),1651,31.0689
1400000US36047048400,"Census Tract 484, Kings County, New York",5711,558,3019,319,52.8629,(X),1341,23.4810
1400000US36047048500,"Census Tract 485, Kings County, New York",2614,229,1512,173,57.8424,(X),341,13.0451
1400000US36047048600,"Census Tract 486, Kings County, New York",3292,295,1717,194,52.1567,(X),922,28.0073
1400000US36047048800,"Census Tract 488, Kings County, New York",3918,378,1834,308,46.8096,(X),1193,30.4492
1400000US36047048900,"Census Tract 489, Kings County, New York",3506,355,1442,211,41.1295,(X),1389,39.6178
1400000US36047049000,"Census Tract 490, Kings County, New York",5373,689,2729,497,50.7910,(X),1505,28.0104
1400000US36047049100,"Census Tract 491, Kings County, New York",6594,607,3184,477,48.2863,(X),2551,38.6867
1400000US36047049200,"Census Tract 492, Kings County, New York",3038,355,1519,200,50.0000,(X),900,29.6248
1400000US36047049300,"Census Tract 493, Kings County, New York",7471,683,3567,488,47.7446,(X),1892,25.3246
1400000US36047049400,"Census Tract 494, Kings County, New York",5607,608,2757,392,49.1707,(X),1885,33.6187
1400000US36047049500,"Census Tract 495, Kings County, New York",2654,254,1430,206,53.8809,(X),529,19.9322
1400000US36047049600,"Census Tract 496, Kings County, New York",4303,423,2158,244,50.1511,(X),1280,29.7467
1400000US36047049700,"Census Tract 497, Kings County, New York",2882,268,1505,204,52.2207,(X),462,16.0305
1400000US36047049800,"Census Tract 498, Kings County, New York",4268,357,2153,280,50.4452,(X),1269,29.7329
1400000US36047049900,"Census Tract 499, Kings County, New York",1827,213,1031,162,56.4313,(X),238,13.0268
1400000US36047050000,"Census Tract 500, Kings County, New York",3918,350,1884,234,48.0858,(X),1261,32.1848
1400000US36047050100,"Census Tract 501, Kings County, New York",3174,311,1416,220,44.6125,(X),811,25.5514
1400000US36047050202,"Census Tract 502.02, Kings County, New York",2360,213,1136,146,48.1356,(X),971,41.1441
1400000US36047050300,"Census Tract 503, Kings County, New York",2591,228,1197,183,46.1984,(X),507,19.5677
1400000US36047050400,"Census Tract 504, Kings County, New York",4534,429,2243,314,49.4707,(X),1345,29.6648
1400000US36047050500,"Census Tract 505, Kings County, New York",3817,340,1707,245,44.7210,(X),1240,32.4862
1400000US36047050600,"Census Tract 506, Kings County, New York",5653,531,2881,340,50.9641,(X),1460,25.8270
1400000US36047050700,"Census Tract 507, Kings County, New York",2867,250,1502,184,52.3893,(X),233,8.1270
1400000US36047050801,"Census Tract 508.01, Kings County, New York",4088,455,1797,311,43.9579,(X),1129,27.6174
1400000US36047050803,"Census Tract 508.03, Kings County, New York",2383,327,1071,181,44.9433,(X),647,27.1507
1400000US36047050804,"Census Tract 508.04, Kings County, New York",6068,581,2907,448,47.9071,(X),1549,25.5274
1400000US36047050900,"Census Tract 509, Kings County, New York",5024,449,2851,332,56.7476,(X),319,6.3495
1400000US36047051001,"Census Tract 510.01, Kings County, New York",4168,401,1846,250,44.2898,(X),1234,29.6065
1400000US36047051002,"Census Tract 510.02, Kings County, New York",4608,346,2186,268,47.4392,(X),1222,26.5191
1400000US36047051100,"Census Tract 511, Kings County, New York",4262,333,2188,255,51.3374,(X),1518,35.6171
1400000US36047051200,"Census Tract 512, Kings County, New York",6103,597,2819,389,46.1904,(X),1392,22.8085
1400000US36047051300,"Census Tract 513, Kings County, New York",5406,508,2478,326,45.8380,(X),1027,18.9974
1400000US36047051400,"Census Tract 514, Kings County, New York",7942,668,3620,426,45.5805,(X),2205,27.7638
1400000US36047051500,"Census Tract 515, Kings County, New York",2289,173,1148,137,50.1529,(X),195,8.5190
1400000US36047051601,"Census Tract 516.01, Kings County, New York",5201,577,2259,372,43.4340,(X),1618,31.1094
1400000US36047051602,"Census Tract 516.02, Kings County, New York",4013,389,1796,258,44.7545,(X),1131,28.1834
1400000US36047051700,"Census Tract 517, Kings County, New York",2529,216,1299,162,51.3642,(X),294,11.6251
1400000US36047051800,"Census Tract 518, Kings County, New York",3188,397,1420,267,44.5420,(X),1252,39.2723
1400000US36047051900,"Census Tract 519, Kings County, New York",5217,486,2884,335,55.2808,(X),643,12.3251
1400000US36047052000,"Census Tract 520, Kings County, New York",4297,445,2026,277,47.1492,(X),1117,25.9949
1400000US36047052300,"Census Tract 523, Kings County, New York",5204,628,2555,454,49.0968,(X),1067,20.5035
1400000US36047052500,"Census Tract 525, Kings County, New York",3451,585,1636,277,47.4065,(X),1060,30.7157
1400000US36047052600,"Census Tract 526, Kings County, New York",4658,418,2189,305,46.9944,(X),1288,27.6514
1400000US36047052700,"Census Tract 527, Kings County, New York",6465,690,3157,507,48.8322,(X),1374,21.2529
1400000US36047052800,"Census Tract 528, Kings County, New York",1814,165,907,111,50.0000,(X),722,39.8015
1400000US36047052900,"Census Tract 529, Kings County, New York",3721,518,2066,343,55.5227,(X),746,20.0484
1400000US36047053000,"Census Tract 530, Kings County, New York",4098,566,1953,280,47.6574,(X),1025,25.0122
1400000US36047053100,"Census Tract 531, Kings County, New York",9155,958,4586,570,50.0928,(X),575,6.2807
1400000US36047053200,"Census Tract 532, Kings County, New York",2740,205,1207,138,44.0511,(X),946,34.5255
1400000US36047053300,"Census Tract 533, Kings County, New York",6766,783,3311,373,48.9359,(X),1467,21.6819
1400000US36047053400,"Census Tract 534, Kings County, New York",4577,539,2160,275,47.1925,(X),1282,28.0096
1400000US36047053500,"Census Tract 535, Kings County, New York",4110,706,2071,411,50.3893,(X),675,16.4234
1400000US36047053700,"Census Tract 537, Kings County, New York",3710,341,1934,227,52.1294,(X),532,14.3396
1400000US36047053800,"Census Tract 538, Kings County, New York",4640,530,2081,322,44.8491,(X),1771,38.1681
1400000US36047053900,"Census Tract 539, Kings County, New York",2513,190,1295,161,51.5320,(X),887,35.2965
1400000US36047054200,"Census Tract 542, Kings County, New York",4480,551,2290,351,51.1161,(X),1358,30.3125
