GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C03_001E,S0101_C03_001M,CALC_MALE,S0101_C04_001M,CALC_50_UP,PERC_50_UP
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population,Estimate!!Total!!Total population!!AGE!!50 and over,Estimate!!Total!!Total population!!AGE!!50 and over
1400000US36005035900,"Census Tract 359, Bronx County, New York",1975,206,999,161,50.5823,(X),688,34.8354
1400000US36005036000,"Census Tract 360, Bronx County, New York",3149,326,1524,215,48.3963,(X),1217,38.6472
1400000US36005036100,"Census Tract 361, Bronx County, New York",5547,425,2166,405,39.0481,(X),2123,38.2729
1400000US36005036300,"Census Tract 363, Bronx County, New York",7735,850,3887,502,50.2521,(X),2072,26.7873
1400000US36005036400,"Census Tract 364, Bronx County, New York",2688,308,1252,190,46.5774,(X),927,34.4866
1400000US36005036501,"Census Tract 365.01, Bronx County, New York",3705,348,1816,238,49.0148,(X),1179,31.8219
1400000US36005036502,"Census Tract 365.02, Bronx County, New York",2328,351,1103,225,47.3797,(X),571,24.5275
1400000US36005036700,"Census Tract 367, Bronx County, New York",2440,313,1144,183,46.8852,(X),459,18.8115
1400000US36005036800,"Census Tract 368, Bronx County, New York",1988,321,929,173,46.7304,(X),620,31.1871
1400000US36005036901,"Census Tract 369.01, Bronx County, New York",2289,251,1148,140,50.1529,(X),522,22.8047
1400000US36005036902,"Census Tract 369.02, Bronx County, New York",2156,225,1112,158,51.5770,(X),514,23.8404
1400000US36005037000,"Census Tract 370, Bronx County, New York",2528,262,1090,173,43.1171,(X),815,32.2389
1400000US36005037100,"Census Tract 371, Bronx County, New York",4322,478,1972,301,45.6270,(X),1538,35.5854
1400000US36005037200,"Census Tract 372, Bronx County, New York",2279,333,906,181,39.7543,(X),737,32.3387
1400000US36005037300,"Census Tract 373, Bronx County, New York",5908,671,2400,341,40.6229,(X),1452,24.5768
1400000US36005037400,"Census Tract 374, Bronx County, New York",3838,636,1715,389,44.6847,(X),1184,30.8494
1400000US36005037504,"Census Tract 375.04, Bronx County, New York",3409,329,1555,266,45.6145,(X),1108,32.5022
1400000US36005037600,"Census Tract 376, Bronx County, New York",2319,246,1114,198,48.0379,(X),729,31.4360
1400000US36005037800,"Census Tract 378, Bronx County, New York",3033,372,1354,240,44.6423,(X),837,27.5964
1400000US36005037900,"Census Tract 379, Bronx County, New York",5268,496,2550,288,48.4055,(X),1109,21.0516
1400000US36005038000,"Census Tract 380, Bronx County, New York",5378,773,2486,475,46.2254,(X),1301,24.1911
1400000US36005038100,"Census Tract 381, Bronx County, New York",6909,794,3352,568,48.5164,(X),1575,22.7964
1400000US36005038200,"Census Tract 382, Bronx County, New York",2943,306,1472,210,50.0170,(X),770,26.1638
1400000US36005038301,"Census Tract 383.01, Bronx County, New York",4882,452,2465,354,50.4916,(X),1057,21.6510
1400000US36005038302,"Census Tract 383.02, Bronx County, New York",6127,482,2778,371,45.3403,(X),1254,20.4668
1400000US36005038500,"Census Tract 385, Bronx County, New York",4757,531,2258,283,47.4669,(X),1071,22.5142
1400000US36005038600,"Census Tract 386, Bronx County, New York",8737,901,3829,602,43.8251,(X),2533,28.9916
1400000US36005038700,"Census Tract 387, Bronx County, New York",3622,421,2015,341,55.6322,(X),628,17.3385
1400000US36005038800,"Census Tract 388, Bronx County, New York",2780,374,1277,195,45.9353,(X),1000,35.9712
1400000US36005038900,"Census Tract 389, Bronx County, New York",5453,649,2725,367,49.9725,(X),843,15.4594
1400000US36005039000,"Census Tract 390, Bronx County, New York",2766,413,1458,269,52.7115,(X),844,30.5134
1400000US36005039100,"Census Tract 391, Bronx County, New York",7438,899,3620,616,48.6690,(X),1470,19.7634
1400000US36005039200,"Census Tract 392, Bronx County, New York",1655,225,886,167,53.5347,(X),549,33.1722
1400000US36005039300,"Census Tract 393, Bronx County, New York",8721,639,3524,425,40.4082,(X),2198,25.2035
1400000US36005039400,"Census Tract 394, Bronx County, New York",5308,506,2383,291,44.8945,(X),1541,29.0317
1400000US36005039500,"Census Tract 395, Bronx County, New York",4228,466,1846,273,43.6613,(X),1012,23.9357
1400000US36005039600,"Census Tract 396, Bronx County, New York",4741,549,2129,256,44.9061,(X),1267,26.7243
1400000US36005039700,"Census Tract 397, Bronx County, New York",3881,341,1748,195,45.0399,(X),476,12.2649
1400000US36005039800,"Census Tract 398, Bronx County, New York",3587,441,1482,222,41.3159,(X),1178,32.8408
1400000US36005039901,"Census Tract 399.01, Bronx County, New York",5615,512,2759,297,49.1362,(X),1475,26.2689
1400000US36005039902,"Census Tract 399.02, Bronx County, New York",5346,378,2556,255,47.8114,(X),1195,22.3532
1400000US36005040100,"Census Tract 401, Bronx County, New York",4610,475,2425,370,52.6030,(X),1131,24.5336
1400000US36005040302,"Census Tract 403.02, Bronx County, New York",4300,341,2016,227,46.8837,(X),957,22.2558
1400000US36005040303,"Census Tract 403.03, Bronx County, New York",5102,464,2422,312,47.4716,(X),1329,26.0486
1400000US36005040304,"Census Tract 403.04, Bronx County, New York",3903,504,1702,376,43.6075,(X),680,17.4225
1400000US36005040400,"Census Tract 404, Bronx County, New York",3370,469,1571,272,46.6172,(X),1064,31.5727
1400000US36005040501,"Census Tract 405.01, Bronx County, New York",4435,509,2181,356,49.1770,(X),952,21.4656
1400000US36005040502,"Census Tract 405.02, Bronx County, New York",7260,710,3562,439,49.0634,(X),2228,30.6887
1400000US36005040600,"Census Tract 406, Bronx County, New York",3845,510,1655,289,43.0429,(X),1254,32.6138
1400000US36005040701,"Census Tract 407.01, Bronx County, New York",3259,416,1673,302,51.3348,(X),850,26.0816
1400000US36005040702,"Census Tract 407.02, Bronx County, New York",6891,660,3429,526,49.7606,(X),2149,31.1856
1400000US36005040800,"Census Tract 408, Bronx County, New York",4595,491,2144,337,46.6594,(X),992,21.5887
1400000US36005040900,"Census Tract 409, Bronx County, New York",3164,241,1554,215,49.1150,(X),1363,43.0784
1400000US36005041100,"Census Tract 411, Bronx County, New York",3766,342,1892,267,50.2390,(X),1057,28.0669
1400000US36005041300,"Census Tract 413, Bronx County, New York",8261,860,3956,560,47.8877,(X),1754,21.2323
1400000US36005041400,"Census Tract 414, Bronx County, New York",5163,463,2276,281,44.0829,(X),2286,44.2766
1400000US36005041500,"Census Tract 415, Bronx County, New York",6058,518,2995,328,49.4388,(X),1641,27.0881
1400000US36005041800,"Census Tract 418, Bronx County, New York",3957,526,1572,282,39.7271,(X),1083,27.3692
1400000US36005041900,"Census Tract 419, Bronx County, New York",6822,861,3399,543,49.8241,(X),1916,28.0856
1400000US36005042000,"Census Tract 420, Bronx County, New York",3799,590,1697,369,44.6696,(X),1144,30.1132
1400000US36005042100,"Census Tract 421, Bronx County, New York",5763,478,2662,389,46.1912,(X),1338,23.2171
1400000US36005042200,"Census Tract 422, Bronx County, New York",3292,505,1390,257,42.2236,(X),1246,37.8493
1400000US36005042300,"Census Tract 423, Bronx County, New York",4500,554,2086,279,46.3556,(X),1127,25.0444
1400000US36005042400,"Census Tract 424, Bronx County, New York",2562,257,1221,198,47.6581,(X),1067,41.6472
1400000US36005042500,"Census Tract 425, Bronx County, New York",6264,804,3108,562,49.6169,(X),1049,16.7465
1400000US36005042600,"Census Tract 426, Bronx County, New York",6477,713,2809,515,43.3688,(X),2366,36.5293
1400000US36005042800,"Census Tract 428, Bronx County, New York",2114,213,841,118,39.7824,(X),920,43.5194
1400000US36005042901,"Census Tract 429.01, Bronx County, New York",4046,375,1868,288,46.1691,(X),956,23.6283
1400000US36005042902,"Census Tract 429.02, Bronx County, New York",4205,387,1924,308,45.7551,(X),1137,27.0392
1400000US36005043000,"Census Tract 430, Bronx County, New York",3551,491,1664,263,46.8600,(X),1333,37.5387
1400000US36005043100,"Census Tract 431, Bronx County, New York",10627,798,4926,573,46.3536,(X),3336,31.3917
1400000US36005043400,"Census Tract 434, Bronx County, New York",3884,417,1754,283,45.1596,(X),1077,27.7291
1400000US36005043500,"Census Tract 435, Bronx County, New York",361,151,106,54,29.3629,(X),74,20.4986
1400000US36005043600,"Census Tract 436, Bronx County, New York",2042,312,1093,179,53.5260,(X),631,30.9011
1400000US36005044200,"Census Tract 442, Bronx County, New York",3760,412,1520,282,40.4255,(X),1180,31.3830
1400000US36005044400,"Census Tract 444, Bronx County, New York",4177,357,2060,253,49.3177,(X),1572,37.6347
1400000US36005044800,"Census Tract 448, Bronx County, New York",1917,270,906,169,47.2613,(X),819,42.7230
1400000US36005044901,"Census Tract 449.01, Bronx County, New York",1631,144,813,106,49.8467,(X),671,41.1404
1400000US36005044902,"Census Tract 449.02, Bronx County, New York",1876,226,977,151,52.0789,(X),542,28.8913
1400000US36005045101,"Census Tract 451.01, Bronx County, New York",1544,167,786,124,50.9067,(X),545,35.2979
1400000US36005045102,"Census Tract 451.02, Bronx County, New York",1765,199,779,106,44.1360,(X),700,39.6601
1400000US36005045600,"Census Tract 456, Bronx County, New York",3344,405,1563,259,46.7404,(X),1275,38.1280
1400000US36005045800,"Census Tract 458, Bronx County, New York",5605,487,2208,460,39.3934,(X),1636,29.1882
1400000US36005046000,"Census Tract 460, Bronx County, New York",3190,504,1337,424,41.9122,(X),1124,35.2351
1400000US36005046201,"Census Tract 462.01, Bronx County, New York",28272,1874,11964,1413,42.3175,(X),13299,47.0395
1400000US36005046202,"Census Tract 462.02, Bronx County, New York",9915,948,4191,588,42.2693,(X),3575,36.0565
1400000US36005048400,"Census Tract 484, Bronx County, New York",4126,472,1909,297,46.2676,(X),1391,33.7130
1400000US36005050400,"Census Tract 504, Bronx County, New York",222,140,94,53,42.3423,(X),25,11.2613
1400000US36005051600,"Census Tract 516, Bronx County, New York",4036,594,1972,386,48.8603,(X),1835,45.4658
1400000US36047000100,"Census Tract 1, Kings County, New York",4473,474,2236,286,49.9888,(X),1762,39.3919
1400000US36047000200,"Census Tract 2, Kings County, New York",1243,285,722,179,58.0853,(X),254,20.4344
1400000US36047000301,"Census Tract 3.01, Kings County, New York",4209,474,1949,311,46.3055,(X),1478,35.1152
1400000US36047000501,"Census Tract 5.01, Kings County, New York",4419,319,1853,199,41.9326,(X),1186,26.8387
1400000US36047000502,"Census Tract 5.02, Kings County, New York",2570,189,1208,124,47.0039,(X),926,36.0311
1400000US36047000700,"Census Tract 7, Kings County, New York",4010,365,1916,230,47.7805,(X),844,21.0474
1400000US36047000900,"Census Tract 9, Kings County, New York",4487,369,2356,282,52.5072,(X),825,18.3864
1400000US36047001100,"Census Tract 11, Kings County, New York",1359,102,757,94,55.7027,(X),67,4.9301
1400000US36047001300,"Census Tract 13, Kings County, New York",2217,248,1155,193,52.0974,(X),880,39.6933
1400000US36047001500,"Census Tract 15, Kings County, New York",8088,557,3719,377,45.9817,(X),1341,16.5801
1400000US36047001800,"Census Tract 18, Kings County, New York",1959,1194,1959,1194,100.0000,(X),369,18.8361
1400000US36047002000,"Census Tract 20, Kings County, New York",1396,269,753,174,53.9398,(X),259,18.5530
1400000US36047002100,"Census Tract 21, Kings County, New York",5143,348,2584,287,50.2430,(X),673,13.0857
1400000US36047002200,"Census Tract 22, Kings County, New York",4812,520,2263,301,47.0283,(X),1560,32.4190
1400000US36047002300,"Census Tract 23, Kings County, New York",4352,571,1750,352,40.2114,(X),1449,33.2950
1400000US36047002901,"Census Tract 29.01, Kings County, New York",4533,514,2051,320,45.2460,(X),1178,25.9872
1400000US36047003000,"Census Tract 30, Kings County, New York",1635,220,789,122,48.2569,(X),510,31.1927
1400000US36047003100,"Census Tract 31, Kings County, New York",3033,345,1337,172,44.0818,(X),1135,37.4217
1400000US36047003300,"Census Tract 33, Kings County, New York",3705,366,1856,209,50.0945,(X),762,20.5668
1400000US36047003400,"Census Tract 34, Kings County, New York",3056,292,1518,211,49.6728,(X),1394,45.6152
1400000US36047003500,"Census Tract 35, Kings County, New York",1892,174,803,118,42.4419,(X),588,31.0782
1400000US36047003600,"Census Tract 36, Kings County, New York",3775,319,1617,226,42.8344,(X),1578,41.8013
1400000US36047003700,"Census Tract 37, Kings County, New York",1681,163,851,99,50.6246,(X),118,7.0196
1400000US36047003800,"Census Tract 38, Kings County, New York",1436,168,733,117,51.0446,(X),722,50.2786
1400000US36047003900,"Census Tract 39, Kings County, New York",2364,203,1069,151,45.2200,(X),658,27.8342
1400000US36047004100,"Census Tract 41, Kings County, New York",3642,470,1897,294,52.0868,(X),1043,28.6381
1400000US36047004300,"Census Tract 43, Kings County, New York",3496,268,1974,190,56.4645,(X),545,15.5892
1400000US36047004400,"Census Tract 44, Kings County, New York",2511,173,1272,119,50.6571,(X),1074,42.7718
1400000US36047004500,"Census Tract 45, Kings County, New York",3546,245,1756,184,49.5206,(X),886,24.9859
1400000US36047004600,"Census Tract 46, Kings County, New York",1306,146,597,90,45.7121,(X),525,40.1991
1400000US36047004700,"Census Tract 47, Kings County, New York",1903,206,903,120,47.4514,(X),380,19.9685
1400000US36047004900,"Census Tract 49, Kings County, New York",2718,292,1312,153,48.2708,(X),980,36.0559
1400000US36047005000,"Census Tract 50, Kings County, New York",2320,266,1060,158,45.6897,(X),760,32.7586
1400000US36047005100,"Census Tract 51, Kings County, New York",2791,331,1388,173,49.7313,(X),630,22.5726
1400000US36047005201,"Census Tract 52.01, Kings County, New York",1666,157,679,129,40.7563,(X),1028,61.7047
1400000US36047005202,"Census Tract 52.02, Kings County, New York",2299,211,1138,155,49.4998,(X),1012,44.0191
1400000US36047005300,"Census Tract 53, Kings County, New York",2245,209,1159,159,51.6258,(X),578,25.7461
1400000US36047005400,"Census Tract 54, Kings County, New York",3177,299,1527,205,48.0642,(X),1314,41.3598
1400000US36047005601,"Census Tract 56.01, Kings County, New York",2462,244,1089,148,44.2323,(X),1141,46.3444
1400000US36047005602,"Census Tract 56.02, Kings County, New York",1606,154,725,91,45.1432,(X),620,38.6052
1400000US36047005800,"Census Tract 58, Kings County, New York",3092,323,1549,204,50.0970,(X),1035,33.4735
1400000US36047005900,"Census Tract 59, Kings County, New York",1253,172,635,104,50.6784,(X),283,22.5858
1400000US36047006000,"Census Tract 60, Kings County, New York",3054,350,1556,261,50.9496,(X),699,22.8880
1400000US36047006200,"Census Tract 62, Kings County, New York",2700,386,1385,211,51.2963,(X),886,32.8148
1400000US36047006300,"Census Tract 63, Kings County, New York",1922,188,865,97,45.0052,(X),432,22.4766
1400000US36047006400,"Census Tract 64, Kings County, New York",3062,322,1503,210,49.0856,(X),1337,43.6643
1400000US36047006500,"Census Tract 65, Kings County, New York",5842,458,2909,289,49.7946,(X),1581,27.0626
1400000US36047006600,"Census Tract 66, Kings County, New York",3645,424,1706,234,46.8038,(X),1223,33.5528
1400000US36047006700,"Census Tract 67, Kings County, New York",3894,324,1935,202,49.6918,(X),1119,28.7365
1400000US36047006800,"Census Tract 68, Kings County, New York",4932,627,2566,395,52.0276,(X),1643,33.3131
1400000US36047006900,"Census Tract 69, Kings County, New York",3575,278,1567,191,43.8322,(X),850,23.7762
1400000US36047007000,"Census Tract 70, Kings County, New York",2629,277,1252,281,47.6227,(X),1139,43.3245
1400000US36047007100,"Census Tract 71, Kings County, New York",4890,456,2025,280,41.4110,(X),1497,30.6135
1400000US36047007200,"Census Tract 72, Kings County, New York",1890,212,879,166,46.5079,(X),447,23.6508
1400000US36047007400,"Census Tract 74, Kings County, New York",5280,612,2814,418,53.2955,(X),1279,24.2235
1400000US36047007500,"Census Tract 75, Kings County, New York",4925,481,2342,276,47.5533,(X),1286,26.1117
1400000US36047007600,"Census Tract 76, Kings County, New York",5146,682,2438,429,47.3766,(X),1241,24.1158
1400000US36047007700,"Census Tract 77, Kings County, New York",5172,644,2583,356,49.9420,(X),1115,21.5584
1400000US36047007800,"Census Tract 78, Kings County, New York",5240,681,2721,433,51.9275,(X),1308,24.9618
1400000US36047008000,"Census Tract 80, Kings County, New York",3746,588,2030,315,54.1911,(X),1089,29.0710
1400000US36047008200,"Census Tract 82, Kings County, New York",3942,285,1910,227,48.4526,(X),966,24.5053
1400000US36047008400,"Census Tract 84, Kings County, New York",3879,504,2026,292,52.2300,(X),1044,26.9142
1400000US36047008500,"Census Tract 85, Kings County, New York",7555,603,2779,536,36.7836,(X),2331,30.8537
1400000US36047008600,"Census Tract 86, Kings County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36047008800,"Census Tract 88, Kings County, New York",2636,328,1302,199,49.3930,(X),997,37.8225
1400000US36047009000,"Census Tract 90, Kings County, New York",2872,307,1376,174,47.9109,(X),621,21.6226
1400000US36047009200,"Census Tract 92, Kings County, New York",5668,472,2575,233,45.4305,(X),1308,23.0769
1400000US36047009400,"Census Tract 94, Kings County, New York",5253,500,2377,336,45.2503,(X),1317,25.0714
1400000US36047009600,"Census Tract 96, Kings County, New York",6218,650,3180,377,51.1418,(X),1684,27.0827
1400000US36047009800,"Census Tract 98, Kings County, New York",7012,732,3686,442,52.5670,(X),1545,22.0337
1400000US36047010000,"Census Tract 100, Kings County, New York",6178,602,3181,435,51.4892,(X),1469,23.7779
1400000US36047010100,"Census Tract 101, Kings County, New York",4057,321,2046,214,50.4314,(X),937,23.0959
1400000US36047010200,"Census Tract 102, Kings County, New York",5142,638,2544,359,49.4749,(X),1304,25.3598
1400000US36047010400,"Census Tract 104, Kings County, New York",5362,532,2731,328,50.9325,(X),1535,28.6274
1400000US36047010600,"Census Tract 106, Kings County, New York",4426,579,2170,324,49.0285,(X),1772,40.0362
